ocel_id;ocel_time;lifecycle;instance_id
drive_term_cr50_complete;2023-06-06 08:51:39;complete;td-td14_cr-cr50
drive_term_cr24_start;2023-06-06 09:55:50;start;td-td6_cr-cr24
drive_term_cr51_complete;2023-06-06 09:56:18;complete;td-td14_cr-cr51
drive_term_cr15_start;2023-06-06 10:59:57;start;td-td4_cr-cr15
drive_term_cr49_start;2023-06-06 11:10:44;start;td-td14_cr-cr49
drive_term_cr49_complete;2023-06-06 11:20:54;complete;td-td14_cr-cr49
drive_term_cr24_complete;2023-06-06 11:31:14;complete;td-td6_cr-cr24
drive_term_cr38_start;2023-06-06 11:32:33;start;td-td11_cr-cr38
drive_term_cr38_complete;2023-06-06 11:42:43;complete;td-td11_cr-cr38
drive_term_cr15_complete;2023-06-06 12:09:40;complete;td-td4_cr-cr15
drive_term_cr46_start;2023-06-06 14:04:58;start;td-td13_cr-cr46
drive_term_cr25_start;2023-06-06 14:18:36;start;td-td6_cr-cr25
drive_term_cr61_start;2023-06-06 14:28:19;start;td-td17_cr-cr61
drive_term_cr25_complete;2023-06-06 14:28:40;complete;td-td6_cr-cr25
drive_term_cr61_complete;2023-06-06 14:37:59;complete;td-td17_cr-cr61
drive_term_cr37_start;2023-06-06 14:38:42;start;td-td11_cr-cr37
drive_term_cr42_start;2023-06-06 14:38:48;start;td-td12_cr-cr42
drive_term_cr36_start;2023-06-06 14:42:51;start;td-td10_cr-cr36
drive_term_cr46_complete;2023-06-06 14:44:35;complete;td-td13_cr-cr46
drive_term_cr37_complete;2023-06-06 14:48:24;complete;td-td11_cr-cr37
drive_term_cr42_complete;2023-06-06 14:49:08;complete;td-td12_cr-cr42
drive_term_cr36_complete;2023-06-06 14:53:03;complete;td-td10_cr-cr36
drive_term_cr44_start;2023-06-06 15:43:08;start;td-td12_cr-cr44
drive_term_cr44_complete;2023-06-06 15:53:19;complete;td-td12_cr-cr44
drive_term_cr21_start;2023-06-06 16:32:02;start;td-td6_cr-cr21
drive_term_cr17_start;2023-06-06 16:43:28;start;td-td4_cr-cr17
drive_term_cr17_complete;2023-06-06 16:55:53;complete;td-td4_cr-cr17
drive_term_cr57_start;2023-06-06 17:26:33;start;td-td15_cr-cr57
drive_term_cr21_complete;2023-06-06 18:30:35;complete;td-td6_cr-cr21
drive_term_cr57_complete;2023-06-07 08:14:02;complete;td-td15_cr-cr57
drive_term_cr32_start;2023-06-07 09:57:46;start;td-td9_cr-cr32
drive_term_cr59_start;2023-06-07 11:01:52;start;td-td16_cr-cr59
drive_term_cr32_complete;2023-06-07 11:35:56;complete;td-td9_cr-cr32
drive_term_cr59_complete;2023-06-07 11:41:36;complete;td-td16_cr-cr59
drive_term_cr56_start;2023-06-08 09:45:04;start;td-td15_cr-cr56
drive_term_cr56_complete;2023-06-08 09:54:48;complete;td-td15_cr-cr56
drive_term_cr55_start;2023-06-08 12:01:50;start;td-td15_cr-cr55
drive_term_cr55_complete;2023-06-08 13:14:06;complete;td-td15_cr-cr55
drive_term_cr39_start;2023-06-08 13:33:50;start;td-td11_cr-cr39
drive_term_cr39_complete;2023-06-08 14:52:30;complete;td-td11_cr-cr39
drive_term_cr54_start;2023-06-09 19:11:53;start;td-td15_cr-cr54
drive_term_cr54_complete;2023-06-12 07:34:17;complete;td-td15_cr-cr54
drive_term_cr69_start;2023-06-12 07:36:54;start;td-td19_cr-cr69
drive_term_cr69_complete;2023-06-12 07:59:10;complete;td-td19_cr-cr69
drive_term_cr68_start;2023-06-12 07:59:18;start;td-td19_cr-cr68
drive_term_cr22_start;2023-06-12 09:18:52;start;td-td6_cr-cr22
drive_term_cr68_complete;2023-06-12 09:21:07;complete;td-td19_cr-cr68
drive_term_cr22_complete;2023-06-12 09:30:12;complete;td-td6_cr-cr22
drive_term_cr65_start;2023-06-12 14:02:25;start;td-td18_cr-cr65
drive_term_cr67_start;2023-06-12 14:07:26;start;td-td19_cr-cr67
drive_term_cr65_complete;2023-06-12 14:13:52;complete;td-td18_cr-cr65
drive_term_cr75_start;2023-06-12 14:15:53;start;td-td21_cr-cr75
drive_term_cr58_start;2023-06-12 14:19:25;start;td-td15_cr-cr58
drive_term_cr63_start;2023-06-12 14:20:13;start;td-td17_cr-cr63
drive_term_cr75_complete;2023-06-12 14:27:26;complete;td-td21_cr-cr75
drive_term_cr63_complete;2023-06-12 14:31:33;complete;td-td17_cr-cr63
drive_term_cr67_complete;2023-06-12 14:52:16;complete;td-td19_cr-cr67
drive_term_cr58_complete;2023-06-12 15:23:42;complete;td-td15_cr-cr58
drive_term_cr60_start;2023-06-12 16:09:37;start;td-td16_cr-cr60
drive_term_cr60_complete;2023-06-12 16:23:39;complete;td-td16_cr-cr60
drive_term_cr66_start;2023-06-12 16:26:08;start;td-td19_cr-cr66
drive_term_cr40_start;2023-06-12 16:33:45;start;td-td11_cr-cr40
drive_term_cr66_complete;2023-06-12 16:40:15;complete;td-td19_cr-cr66
drive_term_cr40_complete;2023-06-12 16:47:40;complete;td-td11_cr-cr40
drive_term_cr76_start;2023-06-12 19:14:26;start;td-td21_cr-cr76
drive_term_cr70_start;2023-06-13 07:24:20;start;td-td19_cr-cr70
drive_term_cr76_complete;2023-06-13 07:34:17;complete;td-td21_cr-cr76
drive_term_cr71_start;2023-06-13 07:34:51;start;td-td20_cr-cr71
drive_term_cr70_complete;2023-06-13 07:44:38;complete;td-td19_cr-cr70
drive_term_cr71_complete;2023-06-13 09:29:56;complete;td-td20_cr-cr71
drive_term_cr23_start;2023-06-13 09:37:47;start;td-td6_cr-cr23
drive_term_cr26_start;2023-06-13 09:42:13;start;td-td7_cr-cr26
drive_term_cr62_start;2023-06-13 09:44:16;start;td-td17_cr-cr62
drive_term_cr23_complete;2023-06-13 09:47:29;complete;td-td6_cr-cr23
drive_term_cr26_complete;2023-06-13 09:51:58;complete;td-td7_cr-cr26
drive_term_cr62_complete;2023-06-13 09:54:30;complete;td-td17_cr-cr62
drive_term_cr87_start;2023-06-13 09:54:50;start;td-td24_cr-cr87
drive_term_cr87_complete;2023-06-13 10:59:57;complete;td-td24_cr-cr87
drive_term_cr84_start;2023-06-13 11:13:20;start;td-td23_cr-cr84
drive_term_cr84_complete;2023-06-13 11:23:26;complete;td-td23_cr-cr84
drive_term_cr73_start;2023-06-13 11:24:28;start;td-td20_cr-cr73
drive_term_cr73_complete;2023-06-13 11:34:39;complete;td-td20_cr-cr73
drive_term_cr8_start;2023-06-13 13:08:09;start;td-td2_cr-cr8
drive_term_cr8_complete;2023-06-13 13:20:17;complete;td-td2_cr-cr8
drive_term_cr82_start;2023-06-13 16:16:38;start;td-td23_cr-cr82
drive_term_cr82_complete;2023-06-13 17:35:41;complete;td-td23_cr-cr82
drive_term_cr81_start;2023-06-13 17:46:37;start;td-td23_cr-cr81
drive_term_cr81_complete;2023-06-14 07:46:37;complete;td-td23_cr-cr81
drive_term_cr99_start;2023-06-14 07:53:36;start;td-td27_cr-cr99
drive_term_cr99_complete;2023-06-14 10:00:22;complete;td-td27_cr-cr99
drive_term_cr74_start;2023-06-14 11:25:38;start;td-td20_cr-cr74
drive_term_cr97_start;2023-06-14 11:27:09;start;td-td27_cr-cr97
drive_term_cr96_start;2023-06-14 11:34:30;start;td-td27_cr-cr96
drive_term_cr74_complete;2023-06-14 11:35:27;complete;td-td20_cr-cr74
drive_term_cr98_start;2023-06-14 11:38:12;start;td-td27_cr-cr98
drive_term_cr96_complete;2023-06-14 11:44:34;complete;td-td27_cr-cr96
drive_term_cr98_complete;2023-06-14 11:48:07;complete;td-td27_cr-cr98
drive_term_cr80_start;2023-06-14 11:49:39;start;td-td22_cr-cr80
drive_term_cr80_complete;2023-06-14 11:59:51;complete;td-td22_cr-cr80
drive_term_cr97_complete;2023-06-14 13:35:56;complete;td-td27_cr-cr97
drive_term_cr91_start;2023-06-14 14:25:06;start;td-td26_cr-cr91
drive_term_cr91_complete;2023-06-14 14:35:19;complete;td-td26_cr-cr91
drive_term_cr94_start;2023-06-16 09:48:07;start;td-td26_cr-cr94
drive_term_cr78_start;2023-06-16 10:13:22;start;td-td22_cr-cr78
drive_term_cr78_complete;2023-06-16 10:25:55;complete;td-td22_cr-cr78
drive_term_cr108_start;2023-06-16 10:29:08;start;td-td29_cr-cr108
drive_term_cr108_complete;2023-06-16 10:41:21;complete;td-td29_cr-cr108
drive_term_cr94_complete;2023-06-16 10:48:37;complete;td-td26_cr-cr94
drive_term_cr107_start;2023-06-16 10:59:17;start;td-td29_cr-cr107
drive_term_cr107_complete;2023-06-16 12:48:29;complete;td-td29_cr-cr107
drive_term_cr104_start;2023-06-16 15:48:59;start;td-td28_cr-cr104
drive_term_cr104_complete;2023-06-16 17:37:26;complete;td-td28_cr-cr104
drive_term_cr111_start;2023-06-19 13:59:50;start;td-td31_cr-cr111
drive_term_cr110_start;2023-06-19 14:31:09;start;td-td30_cr-cr110
drive_term_cr113_start;2023-06-19 14:32:46;start;td-td31_cr-cr113
drive_term_cr31_start;2023-06-19 14:35:51;start;td-td9_cr-cr31
drive_term_cr83_start;2023-06-19 14:35:59;start;td-td23_cr-cr83
drive_term_cr79_start;2023-06-19 14:42:33;start;td-td22_cr-cr79
drive_term_cr83_complete;2023-06-19 14:47:00;complete;td-td23_cr-cr83
drive_term_cr31_complete;2023-06-19 14:47:03;complete;td-td9_cr-cr31
drive_term_cr111_complete;2023-06-19 15:10:45;complete;td-td31_cr-cr111
drive_term_cr110_complete;2023-06-19 15:46:37;complete;td-td30_cr-cr110
drive_term_cr113_complete;2023-06-19 15:49:51;complete;td-td31_cr-cr113
drive_term_cr79_complete;2023-06-19 16:09:48;complete;td-td22_cr-cr79
drive_term_cr85_start;2023-06-19 17:53:17;start;td-td24_cr-cr85
drive_term_cr118_start;2023-06-20 08:05:18;start;td-td32_cr-cr118
drive_term_cr72_start;2023-06-20 08:19:08;start;td-td20_cr-cr72
drive_term_cr109_start;2023-06-20 08:31:48;start;td-td30_cr-cr109
drive_term_cr114_start;2023-06-20 08:36:47;start;td-td31_cr-cr114
drive_term_cr72_complete;2023-06-20 08:38:47;complete;td-td20_cr-cr72
drive_term_cr109_complete;2023-06-20 08:51:27;complete;td-td30_cr-cr109
drive_term_cr114_complete;2023-06-20 08:56:38;complete;td-td31_cr-cr114
drive_term_cr85_complete;2023-06-20 08:58:01;complete;td-td24_cr-cr85
drive_term_cr106_start;2023-06-20 09:08:36;start;td-td29_cr-cr106
drive_term_cr118_complete;2023-06-20 09:18:01;complete;td-td32_cr-cr118
drive_term_cr106_complete;2023-06-20 09:18:42;complete;td-td29_cr-cr106
drive_term_cr101_start;2023-06-20 14:34:07;start;td-td28_cr-cr101
drive_term_cr77_start;2023-06-20 14:40:54;start;td-td22_cr-cr77
drive_term_cr103_start;2023-06-20 14:50:09;start;td-td28_cr-cr103
drive_term_cr77_complete;2023-06-20 14:50:49;complete;td-td22_cr-cr77
drive_term_cr103_complete;2023-06-20 14:59:52;complete;td-td28_cr-cr103
drive_term_cr101_complete;2023-06-20 15:48:24;complete;td-td28_cr-cr101
drive_term_cr124_start;2023-06-21 08:24:38;start;td-td34_cr-cr124
drive_term_cr100_start;2023-06-21 08:59:55;start;td-td28_cr-cr100
drive_term_cr124_complete;2023-06-21 09:47:27;complete;td-td34_cr-cr124
drive_term_cr95_start;2023-06-21 09:59:33;start;td-td26_cr-cr95
drive_term_cr100_complete;2023-06-21 10:09:32;complete;td-td28_cr-cr100
drive_term_cr95_complete;2023-06-21 11:39:37;complete;td-td26_cr-cr95
drive_term_cr123_start;2023-06-21 12:02:15;start;td-td34_cr-cr123
drive_term_cr123_complete;2023-06-21 13:52:36;complete;td-td34_cr-cr123
drive_term_cr127_start;2023-06-21 15:23:33;start;td-td35_cr-cr127
drive_term_cr127_complete;2023-06-21 15:33:51;complete;td-td35_cr-cr127
drive_term_cr86_start;2023-06-22 13:25:29;start;td-td24_cr-cr86
drive_term_cr102_start;2023-06-22 13:31:40;start;td-td28_cr-cr102
drive_term_cr126_start;2023-06-22 13:34:47;start;td-td35_cr-cr126
drive_term_cr133_start;2023-06-22 13:36:32;start;td-td37_cr-cr133
drive_term_cr89_start;2023-06-22 13:37:33;start;td-td25_cr-cr89
drive_term_cr86_complete;2023-06-22 13:37:51;complete;td-td24_cr-cr86
drive_term_cr102_complete;2023-06-22 13:44:13;complete;td-td28_cr-cr102
drive_term_cr133_complete;2023-06-22 13:48:53;complete;td-td37_cr-cr133
drive_term_cr89_complete;2023-06-22 13:50:21;complete;td-td25_cr-cr89
drive_term_cr130_start;2023-06-22 14:51:07;start;td-td36_cr-cr130
drive_term_cr126_complete;2023-06-22 14:54:34;complete;td-td35_cr-cr126
drive_term_cr130_complete;2023-06-22 15:52:24;complete;td-td36_cr-cr130
drive_term_cr112_start;2023-06-23 10:24:08;start;td-td31_cr-cr112
drive_term_cr112_complete;2023-06-23 10:36:29;complete;td-td31_cr-cr112
drive_term_cr116_start;2023-06-23 11:05:31;start;td-td32_cr-cr116
drive_term_cr116_complete;2023-06-23 11:17:59;complete;td-td32_cr-cr116
drive_term_cr64_start;2023-06-23 11:43:17;start;td-td18_cr-cr64
drive_term_cr64_complete;2023-06-23 11:55:28;complete;td-td18_cr-cr64
drive_term_cr115_start;2023-06-23 11:59:05;start;td-td32_cr-cr115
drive_term_cr115_complete;2023-06-23 14:13:55;complete;td-td32_cr-cr115
drive_term_cr128_start;2023-06-23 16:04:39;start;td-td36_cr-cr128
drive_term_cr128_complete;2023-06-23 16:20:02;complete;td-td36_cr-cr128
drive_term_cr139_start;2023-06-26 10:08:51;start;td-td39_cr-cr139
drive_term_cr88_start;2023-06-26 10:44:03;start;td-td25_cr-cr88
drive_term_cr139_complete;2023-06-26 10:53:39;complete;td-td39_cr-cr139
drive_term_cr121_start;2023-06-26 10:54:46;start;td-td33_cr-cr121
drive_term_cr120_start;2023-06-26 10:55:02;start;td-td33_cr-cr120
drive_term_cr125_start;2023-06-26 11:57:38;start;td-td35_cr-cr125
drive_term_cr121_complete;2023-06-26 12:00:39;complete;td-td33_cr-cr121
drive_term_cr120_complete;2023-06-26 12:00:57;complete;td-td33_cr-cr120
drive_term_cr88_complete;2023-06-26 12:12:14;complete;td-td25_cr-cr88
drive_term_cr119_start;2023-06-26 14:09:39;start;td-td33_cr-cr119
drive_term_cr125_complete;2023-06-26 14:49:59;complete;td-td35_cr-cr125
drive_term_cr119_complete;2023-06-26 14:53:57;complete;td-td33_cr-cr119
drive_term_cr131_start;2023-06-26 14:58:51;start;td-td37_cr-cr131
drive_term_cr131_complete;2023-06-26 16:41:46;complete;td-td37_cr-cr131
drive_term_cr122_start;2023-06-27 07:47:00;start;td-td34_cr-cr122
drive_term_cr122_complete;2023-06-27 08:54:24;complete;td-td34_cr-cr122
drive_term_cr132_start;2023-06-27 09:08:25;start;td-td37_cr-cr132
drive_term_cr138_start;2023-06-27 09:10:49;start;td-td39_cr-cr138
drive_term_cr132_complete;2023-06-27 09:18:08;complete;td-td37_cr-cr132
drive_term_cr148_start;2023-06-27 09:19:47;start;td-td41_cr-cr148
drive_term_cr141_start;2023-06-27 09:20:30;start;td-td40_cr-cr141
drive_term_cr138_complete;2023-06-27 09:20:56;complete;td-td39_cr-cr138
drive_term_cr143_start;2023-06-27 09:52:50;start;td-td40_cr-cr143
drive_term_cr142_start;2023-06-27 09:57:14;start;td-td40_cr-cr142
drive_term_cr148_complete;2023-06-27 09:59:39;complete;td-td41_cr-cr148
drive_term_cr141_complete;2023-06-27 10:20:41;complete;td-td40_cr-cr141
drive_term_cr90_start;2023-06-27 10:35:47;start;td-td25_cr-cr90
drive_term_cr90_complete;2023-06-27 10:45:49;complete;td-td25_cr-cr90
drive_term_cr143_complete;2023-06-27 10:55:40;complete;td-td40_cr-cr143
drive_term_cr105_start;2023-06-27 11:02:56;start;td-td29_cr-cr105
drive_term_cr142_complete;2023-06-27 11:04:25;complete;td-td40_cr-cr142
drive_term_cr105_complete;2023-06-27 11:12:54;complete;td-td29_cr-cr105
drive_term_cr147_start;2023-06-27 14:19:22;start;td-td41_cr-cr147
drive_term_cr135_start;2023-06-27 14:27:22;start;td-td38_cr-cr135
drive_term_cr147_complete;2023-06-27 14:29:19;complete;td-td41_cr-cr147
drive_term_cr150_start;2023-06-27 14:30:06;start;td-td42_cr-cr150
drive_term_cr151_start;2023-06-27 14:31:08;start;td-td42_cr-cr151
drive_term_cr137_start;2023-06-27 14:32:14;start;td-td38_cr-cr137
drive_term_cr150_complete;2023-06-27 14:39:54;complete;td-td42_cr-cr150
drive_term_cr151_complete;2023-06-27 14:41:24;complete;td-td42_cr-cr151
drive_term_cr149_start;2023-06-27 15:01:47;start;td-td42_cr-cr149
drive_term_cr149_complete;2023-06-27 15:11:54;complete;td-td42_cr-cr149
drive_term_cr135_complete;2023-06-27 15:34:42;complete;td-td38_cr-cr135
drive_term_cr137_complete;2023-06-27 15:44:33;complete;td-td38_cr-cr137
drive_term_cr93_start;2023-06-27 15:59:57;start;td-td26_cr-cr93
drive_term_cr93_complete;2023-06-27 17:12:31;complete;td-td26_cr-cr93
drive_term_cr134_start;2023-06-27 17:18:24;start;td-td38_cr-cr134
drive_term_cr134_complete;2023-06-27 17:50:54;complete;td-td38_cr-cr134
drive_term_cr145_start;2023-06-28 10:49:52;start;td-td41_cr-cr145
drive_term_cr159_start;2023-06-28 10:54:12;start;td-td45_cr-cr159
drive_term_cr146_start;2023-06-28 10:59:07;start;td-td41_cr-cr146
drive_term_cr159_complete;2023-06-28 11:58:18;complete;td-td45_cr-cr159
drive_term_cr145_complete;2023-06-28 12:19:39;complete;td-td41_cr-cr145
drive_term_cr146_complete;2023-06-28 12:38:08;complete;td-td41_cr-cr146
drive_term_cr92_start;2023-06-28 13:03:30;start;td-td26_cr-cr92
drive_term_cr92_complete;2023-06-28 13:53:18;complete;td-td26_cr-cr92
drive_term_cr161_start;2023-06-28 15:17:49;start;td-td46_cr-cr161
drive_term_cr161_complete;2023-06-28 15:27:48;complete;td-td46_cr-cr161
drive_term_cr136_start;2023-06-28 19:20:14;start;td-td38_cr-cr136
drive_term_cr136_complete;2023-06-29 08:41:33;complete;td-td38_cr-cr136
drive_term_cr154_start;2023-06-30 09:25:36;start;td-td44_cr-cr154
drive_term_cr153_start;2023-06-30 09:27:53;start;td-td43_cr-cr153
drive_term_cr154_complete;2023-06-30 09:37:57;complete;td-td44_cr-cr154
drive_term_cr153_complete;2023-06-30 09:40:27;complete;td-td43_cr-cr153
drive_term_cr129_start;2023-06-30 13:13:31;start;td-td36_cr-cr129
drive_term_cr129_complete;2023-06-30 13:29:14;complete;td-td36_cr-cr129
drive_term_cr140_start;2023-06-30 16:36:07;start;td-td40_cr-cr140
drive_term_cr140_complete;2023-06-30 16:51:30;complete;td-td40_cr-cr140
drive_term_cr167_start;2023-07-03 14:58:38;start;td-td47_cr-cr167
drive_term_cr144_start;2023-07-03 15:35:21;start;td-td41_cr-cr144
drive_term_cr157_start;2023-07-03 15:45:11;start;td-td45_cr-cr157
drive_term_cr144_complete;2023-07-03 15:51:21;complete;td-td41_cr-cr144
drive_term_cr117_start;2023-07-03 15:59:23;start;td-td32_cr-cr117
drive_term_cr167_complete;2023-07-03 16:13:13;complete;td-td47_cr-cr167
drive_term_cr157_complete;2023-07-03 16:46:42;complete;td-td45_cr-cr157
drive_term_cr117_complete;2023-07-03 17:18:19;complete;td-td32_cr-cr117
drive_term_cr168_start;2023-07-04 07:54:37;start;td-td47_cr-cr168
drive_term_cr162_start;2023-07-04 08:54:22;start;td-td46_cr-cr162
drive_term_cr162_complete;2023-07-04 10:05:23;complete;td-td46_cr-cr162
drive_term_cr168_complete;2023-07-04 10:19:18;complete;td-td47_cr-cr168
drive_term_cr152_start;2023-07-04 14:18:59;start;td-td43_cr-cr152
drive_term_cr163_start;2023-07-04 14:25:35;start;td-td46_cr-cr163
drive_term_cr171_start;2023-07-04 14:26:25;start;td-td48_cr-cr171
drive_term_cr158_start;2023-07-04 14:38:50;start;td-td45_cr-cr158
drive_term_cr171_complete;2023-07-04 14:40:48;complete;td-td48_cr-cr171
drive_term_cr173_start;2023-07-04 14:40:57;start;td-td49_cr-cr173
drive_term_cr182_start;2023-07-04 14:42:10;start;td-td51_cr-cr182
drive_term_cr182_complete;2023-07-04 14:56:12;complete;td-td51_cr-cr182
drive_term_cr152_complete;2023-07-04 15:35:35;complete;td-td43_cr-cr152
drive_term_cr163_complete;2023-07-04 15:48:16;complete;td-td46_cr-cr163
drive_term_cr158_complete;2023-07-04 16:14:38;complete;td-td45_cr-cr158
drive_term_cr173_complete;2023-07-04 16:19:13;complete;td-td49_cr-cr173
drive_term_cr183_start;2023-07-05 13:09:46;start;td-td51_cr-cr183
drive_term_cr166_start;2023-07-05 13:38:50;start;td-td47_cr-cr166
drive_term_cr184_start;2023-07-05 13:53:39;start;td-td52_cr-cr184
drive_term_cr183_complete;2023-07-05 14:27:12;complete;td-td51_cr-cr183
drive_term_cr184_complete;2023-07-05 15:02:23;complete;td-td52_cr-cr184
drive_term_cr170_start;2023-07-05 15:10:44;start;td-td48_cr-cr170
drive_term_cr166_complete;2023-07-05 15:19:06;complete;td-td47_cr-cr166
drive_term_cr178_start;2023-07-05 15:20:22;start;td-td50_cr-cr178
drive_term_cr185_start;2023-07-05 15:29:34;start;td-td52_cr-cr185
drive_term_cr185_complete;2023-07-05 15:43:53;complete;td-td52_cr-cr185
drive_term_cr170_complete;2023-07-05 16:20:51;complete;td-td48_cr-cr170
drive_term_cr178_complete;2023-07-05 16:42:30;complete;td-td50_cr-cr178
drive_term_cr165_start;2023-07-05 17:20:33;start;td-td46_cr-cr165
drive_term_cr165_complete;2023-07-05 18:40:50;complete;td-td46_cr-cr165
drive_term_cr193_start;2023-07-06 10:39:15;start;td-td55_cr-cr193
drive_term_cr187_start;2023-07-06 10:49:19;start;td-td53_cr-cr187
drive_term_cr193_complete;2023-07-06 10:53:50;complete;td-td55_cr-cr193
drive_term_cr187_complete;2023-07-06 11:53:07;complete;td-td53_cr-cr187
drive_term_cr175_start;2023-07-06 13:06:55;start;td-td49_cr-cr175
drive_term_cr181_start;2023-07-06 13:21:42;start;td-td50_cr-cr181
drive_term_cr195_start;2023-07-06 13:29:21;start;td-td56_cr-cr195
drive_term_cr194_start;2023-07-06 13:30:13;start;td-td56_cr-cr194
drive_term_cr194_complete;2023-07-06 13:47:40;complete;td-td56_cr-cr194
drive_term_cr175_complete;2023-07-06 14:22:33;complete;td-td49_cr-cr175
drive_term_cr181_complete;2023-07-06 14:48:27;complete;td-td50_cr-cr181
drive_term_cr195_complete;2023-07-06 15:02:09;complete;td-td56_cr-cr195
drive_term_cr196_start;2023-07-06 16:01:24;start;td-td56_cr-cr196
