ocel_id;ocel_time;lifecycle;instance_id
pick_cr33_start;2023-06-02 17:47:49;start;td-td9_cr-cr33
pick_cr27_start;2023-06-03 03:57:13;start;td-td7_cr-cr27
pick_cr53_start;2023-06-03 07:07:08;start;td-td14_cr-cr53
pick_cr52_start;2023-06-03 07:31:14;start;td-td14_cr-cr52
pick_cr47_start;2023-06-03 11:09:38;start;td-td13_cr-cr47
pick_cr51_start;2023-06-03 12:18:26;start;td-td14_cr-cr51
pick_cr33_complete;2023-06-05 07:04:54;complete;td-td9_cr-cr33
pick_cr51_complete;2023-06-05 07:25:20;complete;td-td14_cr-cr51
pick_cr47_complete;2023-06-05 07:25:40;complete;td-td13_cr-cr47
pick_cr52_complete;2023-06-05 07:39:35;complete;td-td14_cr-cr52
pick_cr53_complete;2023-06-05 07:40:39;complete;td-td14_cr-cr53
pick_cr27_complete;2023-06-05 08:28:58;complete;td-td7_cr-cr27
pick_cr25_start;2023-06-05 11:37:28;start;td-td6_cr-cr25
pick_cr25_complete;2023-06-05 11:46:54;complete;td-td6_cr-cr25
pick_cr49_start;2023-06-05 14:06:37;start;td-td14_cr-cr49
pick_cr49_complete;2023-06-05 14:12:36;complete;td-td14_cr-cr49
pick_cr50_start;2023-06-05 14:54:45;start;td-td14_cr-cr50
pick_cr50_complete;2023-06-05 14:58:54;complete;td-td14_cr-cr50
pick_cr15_start;2023-06-05 15:11:53;start;td-td4_cr-cr15
pick_cr15_complete;2023-06-05 15:18:56;complete;td-td4_cr-cr15
pick_cr24_start;2023-06-05 16:43:12;start;td-td6_cr-cr24
pick_cr24_complete;2023-06-05 16:50:41;complete;td-td6_cr-cr24
pick_cr38_start;2023-06-06 08:51:50;start;td-td11_cr-cr38
pick_cr38_complete;2023-06-06 09:52:11;complete;td-td11_cr-cr38
pick_cr61_start;2023-06-06 09:56:21;start;td-td17_cr-cr61
pick_cr61_complete;2023-06-06 10:56:53;complete;td-td17_cr-cr61
pick_cr46_start;2023-06-06 11:20:57;start;td-td13_cr-cr46
pick_cr36_start;2023-06-06 11:31:17;start;td-td10_cr-cr36
pick_cr46_complete;2023-06-06 11:33:37;complete;td-td13_cr-cr46
pick_cr36_complete;2023-06-06 11:35:31;complete;td-td10_cr-cr36
pick_cr37_start;2023-06-06 11:42:48;start;td-td11_cr-cr37
pick_cr37_complete;2023-06-06 11:50:56;complete;td-td11_cr-cr37
pick_cr42_start;2023-06-06 13:09:52;start;td-td12_cr-cr42
pick_cr42_complete;2023-06-06 13:24:30;complete;td-td12_cr-cr42
pick_cr21_start;2023-06-06 14:28:46;start;td-td6_cr-cr21
pick_cr21_complete;2023-06-06 14:33:57;complete;td-td6_cr-cr21
pick_cr44_start;2023-06-06 14:38:00;start;td-td12_cr-cr44
pick_cr44_complete;2023-06-06 14:41:15;complete;td-td12_cr-cr44
pick_cr57_start;2023-06-06 14:44:37;start;td-td15_cr-cr57
pick_cr17_start;2023-06-06 14:48:28;start;td-td4_cr-cr17
pick_cr57_complete;2023-06-06 14:49:31;complete;td-td15_cr-cr57
pick_cr17_complete;2023-06-06 14:53:06;complete;td-td4_cr-cr17
pick_cr32_start;2023-06-06 17:56:09;start;td-td9_cr-cr32
pick_cr59_start;2023-06-06 23:37:34;start;td-td16_cr-cr59
pick_cr59_complete;2023-06-07 07:45:22;complete;td-td16_cr-cr59
pick_cr32_complete;2023-06-07 08:05:24;complete;td-td9_cr-cr32
pick_cr56_start;2023-06-07 17:09:49;start;td-td15_cr-cr56
pick_cr56_complete;2023-06-07 17:31:46;complete;td-td15_cr-cr56
pick_cr55_start;2023-06-08 01:26:43;start;td-td15_cr-cr55
pick_cr55_complete;2023-06-08 07:36:44;complete;td-td15_cr-cr55
pick_cr39_start;2023-06-08 10:43:26;start;td-td11_cr-cr39
pick_cr39_complete;2023-06-08 10:56:53;complete;td-td11_cr-cr39
pick_cr54_start;2023-06-09 01:20:43;start;td-td15_cr-cr54
pick_cr58_start;2023-06-09 02:04:42;start;td-td15_cr-cr58
pick_cr69_start;2023-06-09 04:05:15;start;td-td19_cr-cr69
pick_cr68_start;2023-06-09 04:40:55;start;td-td19_cr-cr68
pick_cr69_complete;2023-06-09 07:19:50;complete;td-td19_cr-cr69
pick_cr58_complete;2023-06-09 07:21:43;complete;td-td15_cr-cr58
pick_cr67_start;2023-06-09 07:34:18;start;td-td19_cr-cr67
pick_cr54_complete;2023-06-09 07:38:23;complete;td-td15_cr-cr54
pick_cr67_complete;2023-06-09 07:49:14;complete;td-td19_cr-cr67
pick_cr68_complete;2023-06-09 08:06:44;complete;td-td19_cr-cr68
pick_cr22_start;2023-06-09 11:57:58;start;td-td6_cr-cr22
pick_cr22_complete;2023-06-09 14:05:19;complete;td-td6_cr-cr22
pick_cr66_start;2023-06-12 07:34:39;start;td-td19_cr-cr66
pick_cr66_complete;2023-06-12 07:55:38;complete;td-td19_cr-cr66
pick_cr65_start;2023-06-12 07:59:24;start;td-td18_cr-cr65
pick_cr65_complete;2023-06-12 09:14:50;complete;td-td18_cr-cr65
pick_cr63_start;2023-06-12 09:31:05;start;td-td17_cr-cr63
pick_cr75_start;2023-06-12 09:32:12;start;td-td21_cr-cr75
pick_cr75_complete;2023-06-12 09:39:13;complete;td-td21_cr-cr75
pick_cr63_complete;2023-06-12 09:40:55;complete;td-td17_cr-cr63
pick_cr40_start;2023-06-12 14:13:54;start;td-td11_cr-cr40
pick_cr60_start;2023-06-12 14:27:30;start;td-td16_cr-cr60
pick_cr40_complete;2023-06-12 14:29:47;complete;td-td11_cr-cr40
pick_cr76_start;2023-06-12 14:31:39;start;td-td21_cr-cr76
pick_cr60_complete;2023-06-12 14:33:39;complete;td-td16_cr-cr60
pick_cr76_complete;2023-06-12 14:37:59;complete;td-td21_cr-cr76
pick_cr62_start;2023-06-12 14:52:19;start;td-td17_cr-cr62
pick_cr71_start;2023-06-12 15:23:43;start;td-td20_cr-cr71
pick_cr71_complete;2023-06-12 15:30:03;complete;td-td20_cr-cr71
pick_cr62_complete;2023-06-12 15:57:01;complete;td-td17_cr-cr62
pick_cr70_start;2023-06-12 16:23:52;start;td-td19_cr-cr70
pick_cr70_complete;2023-06-12 16:32:53;complete;td-td19_cr-cr70
pick_cr26_start;2023-06-12 16:40:28;start;td-td7_cr-cr26
pick_cr23_start;2023-06-12 16:47:44;start;td-td6_cr-cr23
pick_cr26_complete;2023-06-12 16:48:26;complete;td-td7_cr-cr26
pick_cr23_complete;2023-06-12 16:59:42;complete;td-td6_cr-cr23
pick_cr8_start;2023-06-13 07:34:31;start;td-td2_cr-cr8
pick_cr8_complete;2023-06-13 07:43:59;complete;td-td2_cr-cr8
pick_cr73_start;2023-06-13 07:44:42;start;td-td20_cr-cr73
pick_cr73_complete;2023-06-13 08:54:28;complete;td-td20_cr-cr73
pick_cr87_start;2023-06-13 09:30:01;start;td-td24_cr-cr87
pick_cr87_complete;2023-06-13 09:34:02;complete;td-td24_cr-cr87
pick_cr84_start;2023-06-13 09:47:38;start;td-td23_cr-cr84
pick_cr84_complete;2023-06-13 09:54:45;complete;td-td23_cr-cr84
pick_cr82_start;2023-06-13 12:41:16;start;td-td23_cr-cr82
pick_cr82_complete;2023-06-13 13:45:31;complete;td-td23_cr-cr82
pick_cr81_start;2023-06-13 14:46:44;start;td-td23_cr-cr81
pick_cr81_complete;2023-06-13 14:54:15;complete;td-td23_cr-cr81
pick_cr96_start;2023-06-13 17:10:06;start;td-td27_cr-cr96
pick_cr98_start;2023-06-13 17:10:06;start;td-td27_cr-cr98
pick_cr99_start;2023-06-13 17:10:06;start;td-td27_cr-cr99
pick_cr98_complete;2023-06-13 17:28:10;complete;td-td27_cr-cr98
pick_cr99_complete;2023-06-13 17:29:12;complete;td-td27_cr-cr99
pick_cr96_complete;2023-06-13 17:35:42;complete;td-td27_cr-cr96
pick_cr97_start;2023-06-13 20:17:59;start;td-td27_cr-cr97
pick_cr80_start;2023-06-14 02:05:46;start;td-td22_cr-cr80
pick_cr80_complete;2023-06-14 07:15:35;complete;td-td22_cr-cr80
pick_cr97_complete;2023-06-14 07:26:09;complete;td-td27_cr-cr97
pick_cr74_start;2023-06-14 07:46:41;start;td-td20_cr-cr74
pick_cr74_complete;2023-06-14 07:54:07;complete;td-td20_cr-cr74
pick_cr91_start;2023-06-14 10:50:16;start;td-td26_cr-cr91
pick_cr91_complete;2023-06-14 11:54:33;complete;td-td26_cr-cr91
pick_cr78_start;2023-06-15 19:53:30;start;td-td22_cr-cr78
pick_cr108_start;2023-06-16 01:55:35;start;td-td29_cr-cr108
pick_cr94_start;2023-06-16 07:53:39;start;td-td26_cr-cr94
pick_cr78_complete;2023-06-16 08:09:37;complete;td-td22_cr-cr78
pick_cr108_complete;2023-06-16 08:09:40;complete;td-td29_cr-cr108
pick_cr94_complete;2023-06-16 09:09:52;complete;td-td26_cr-cr94
pick_cr107_start;2023-06-16 10:13:40;start;td-td29_cr-cr107
pick_cr107_complete;2023-06-16 10:20:39;complete;td-td29_cr-cr107
pick_cr104_start;2023-06-16 14:27:28;start;td-td28_cr-cr104
pick_cr104_complete;2023-06-16 14:36:40;complete;td-td28_cr-cr104
pick_cr111_start;2023-06-16 20:52:39;start;td-td31_cr-cr111
pick_cr31_start;2023-06-16 21:47:21;start;td-td9_cr-cr31
pick_cr79_start;2023-06-17 01:55:25;start;td-td22_cr-cr79
pick_cr83_start;2023-06-17 05:14:51;start;td-td23_cr-cr83
pick_cr110_start;2023-06-17 13:26:25;start;td-td30_cr-cr110
pick_cr113_start;2023-06-17 15:02:22;start;td-td31_cr-cr113
pick_cr113_complete;2023-06-19 07:10:57;complete;td-td31_cr-cr113
pick_cr83_complete;2023-06-19 07:23:38;complete;td-td23_cr-cr83
pick_cr110_complete;2023-06-19 07:36:51;complete;td-td30_cr-cr110
pick_cr31_complete;2023-06-19 08:03:30;complete;td-td9_cr-cr31
pick_cr111_complete;2023-06-19 08:09:54;complete;td-td31_cr-cr111
pick_cr79_complete;2023-06-19 08:17:54;complete;td-td22_cr-cr79
pick_cr85_start;2023-06-19 14:47:04;start;td-td24_cr-cr85
pick_cr114_start;2023-06-19 14:47:10;start;td-td31_cr-cr114
pick_cr114_complete;2023-06-19 14:55:56;complete;td-td31_cr-cr114
pick_cr109_start;2023-06-19 15:10:48;start;td-td30_cr-cr109
pick_cr109_complete;2023-06-19 15:18:51;complete;td-td30_cr-cr109
pick_cr72_start;2023-06-19 15:46:39;start;td-td20_cr-cr72
pick_cr106_start;2023-06-19 15:50:00;start;td-td29_cr-cr106
pick_cr85_complete;2023-06-19 15:50:21;complete;td-td24_cr-cr85
pick_cr72_complete;2023-06-19 15:51:04;complete;td-td20_cr-cr72
pick_cr118_start;2023-06-19 16:09:50;start;td-td32_cr-cr118
pick_cr118_complete;2023-06-19 16:15:49;complete;td-td32_cr-cr118
pick_cr106_complete;2023-06-19 16:52:12;complete;td-td29_cr-cr106
pick_cr101_start;2023-06-20 08:38:57;start;td-td28_cr-cr101
pick_cr77_start;2023-06-20 08:51:35;start;td-td22_cr-cr77
pick_cr101_complete;2023-06-20 08:52:32;complete;td-td28_cr-cr101
pick_cr103_start;2023-06-20 08:56:51;start;td-td28_cr-cr103
pick_cr77_complete;2023-06-20 08:59:19;complete;td-td22_cr-cr77
pick_cr103_complete;2023-06-20 10:06:56;complete;td-td28_cr-cr103
pick_cr124_start;2023-06-20 17:15:53;start;td-td34_cr-cr124
pick_cr124_complete;2023-06-20 17:56:50;complete;td-td34_cr-cr124
pick_cr100_start;2023-06-20 19:19:16;start;td-td28_cr-cr100
pick_cr100_complete;2023-06-21 07:30:55;complete;td-td28_cr-cr100
pick_cr123_start;2023-06-21 08:25:37;start;td-td34_cr-cr123
pick_cr123_complete;2023-06-21 08:40:49;complete;td-td34_cr-cr123
pick_cr95_start;2023-06-21 09:18:34;start;td-td26_cr-cr95
pick_cr95_complete;2023-06-21 09:22:00;complete;td-td26_cr-cr95
pick_cr127_start;2023-06-21 12:54:05;start;td-td35_cr-cr127
pick_cr127_complete;2023-06-21 13:58:38;complete;td-td35_cr-cr127
pick_cr89_start;2023-06-21 20:55:59;start;td-td25_cr-cr89
pick_cr86_start;2023-06-21 21:59:36;start;td-td24_cr-cr86
pick_cr102_start;2023-06-22 01:23:19;start;td-td28_cr-cr102
pick_cr126_start;2023-06-22 03:01:35;start;td-td35_cr-cr126
pick_cr126_complete;2023-06-22 07:29:51;complete;td-td35_cr-cr126
pick_cr102_complete;2023-06-22 07:48:24;complete;td-td28_cr-cr102
pick_cr89_complete;2023-06-22 08:03:44;complete;td-td25_cr-cr89
pick_cr86_complete;2023-06-22 08:18:54;complete;td-td24_cr-cr86
pick_cr133_start;2023-06-22 10:41:59;start;td-td37_cr-cr133
pick_cr133_complete;2023-06-22 10:54:19;complete;td-td37_cr-cr133
pick_cr130_start;2023-06-22 14:21:28;start;td-td36_cr-cr130
pick_cr130_complete;2023-06-22 14:26:58;complete;td-td36_cr-cr130
pick_cr116_start;2023-06-23 02:01:42;start;td-td32_cr-cr116
pick_cr112_start;2023-06-23 02:06:29;start;td-td31_cr-cr112
pick_cr116_complete;2023-06-23 07:23:57;complete;td-td32_cr-cr116
pick_cr112_complete;2023-06-23 07:30:24;complete;td-td31_cr-cr112
pick_cr64_start;2023-06-23 07:47:35;start;td-td18_cr-cr64
pick_cr64_complete;2023-06-23 08:53:24;complete;td-td18_cr-cr64
pick_cr115_start;2023-06-23 11:08:47;start;td-td32_cr-cr115
pick_cr115_complete;2023-06-23 11:17:20;complete;td-td32_cr-cr115
pick_cr128_start;2023-06-23 12:32:25;start;td-td36_cr-cr128
pick_cr128_complete;2023-06-23 13:38:42;complete;td-td36_cr-cr128
pick_cr125_start;2023-06-23 19:32:25;start;td-td35_cr-cr125
pick_cr121_start;2023-06-24 12:36:19;start;td-td33_cr-cr121
pick_cr139_start;2023-06-24 17:48:23;start;td-td39_cr-cr139
pick_cr88_start;2023-06-24 19:19:56;start;td-td25_cr-cr88
pick_cr120_start;2023-06-25 00:55:04;start;td-td33_cr-cr120
pick_cr119_start;2023-06-25 02:12:27;start;td-td33_cr-cr119
pick_cr88_complete;2023-06-26 07:28:59;complete;td-td25_cr-cr88
pick_cr119_complete;2023-06-26 07:35:40;complete;td-td33_cr-cr119
pick_cr125_complete;2023-06-26 07:40:54;complete;td-td35_cr-cr125
pick_cr121_complete;2023-06-26 07:58:26;complete;td-td33_cr-cr121
pick_cr139_complete;2023-06-26 07:58:26;complete;td-td39_cr-cr139
pick_cr120_complete;2023-06-26 08:17:10;complete;td-td33_cr-cr120
pick_cr122_start;2023-06-26 10:53:42;start;td-td34_cr-cr122
pick_cr122_complete;2023-06-26 11:59:38;complete;td-td34_cr-cr122
pick_cr131_start;2023-06-26 13:00:42;start;td-td37_cr-cr131
pick_cr132_start;2023-06-26 13:01:03;start;td-td37_cr-cr132
pick_cr131_complete;2023-06-26 13:08:58;complete;td-td37_cr-cr131
pick_cr132_complete;2023-06-26 13:11:33;complete;td-td37_cr-cr132
pick_cr142_start;2023-06-26 13:12:22;start;td-td40_cr-cr142
pick_cr142_complete;2023-06-26 13:18:42;complete;td-td40_cr-cr142
pick_cr138_start;2023-06-26 14:50:00;start;td-td39_cr-cr138
pick_cr141_start;2023-06-26 14:53:59;start;td-td40_cr-cr141
pick_cr138_complete;2023-06-26 15:56:31;complete;td-td39_cr-cr138
pick_cr141_complete;2023-06-26 16:02:50;complete;td-td40_cr-cr141
pick_cr148_start;2023-06-26 16:41:53;start;td-td41_cr-cr148
pick_cr148_complete;2023-06-26 17:46:17;complete;td-td41_cr-cr148
pick_cr90_start;2023-06-27 08:54:27;start;td-td25_cr-cr90
pick_cr143_start;2023-06-27 09:18:16;start;td-td40_cr-cr143
pick_cr105_start;2023-06-27 09:20:59;start;td-td29_cr-cr105
pick_cr105_complete;2023-06-27 09:26:21;complete;td-td29_cr-cr105
pick_cr143_complete;2023-06-27 09:29:59;complete;td-td40_cr-cr143
pick_cr135_start;2023-06-27 09:59:42;start;td-td38_cr-cr135
pick_cr90_complete;2023-06-27 10:02:43;complete;td-td25_cr-cr90
pick_cr137_start;2023-06-27 10:20:42;start;td-td38_cr-cr137
pick_cr137_complete;2023-06-27 10:30:32;complete;td-td38_cr-cr137
pick_cr150_start;2023-06-27 10:45:51;start;td-td42_cr-cr150
pick_cr147_start;2023-06-27 10:55:43;start;td-td41_cr-cr147
pick_cr150_complete;2023-06-27 10:56:25;complete;td-td42_cr-cr150
pick_cr135_complete;2023-06-27 11:03:48;complete;td-td38_cr-cr135
pick_cr151_start;2023-06-27 11:04:29;start;td-td42_cr-cr151
pick_cr151_complete;2023-06-27 11:08:12;complete;td-td42_cr-cr151
pick_cr149_start;2023-06-27 11:13:02;start;td-td42_cr-cr149
pick_cr149_complete;2023-06-27 11:21:13;complete;td-td42_cr-cr149
pick_cr147_complete;2023-06-27 13:02:21;complete;td-td41_cr-cr147
pick_cr93_start;2023-06-27 14:29:29;start;td-td26_cr-cr93
pick_cr134_start;2023-06-27 14:39:59;start;td-td38_cr-cr134
pick_cr93_complete;2023-06-27 14:42:13;complete;td-td26_cr-cr93
pick_cr134_complete;2023-06-27 14:48:52;complete;td-td38_cr-cr134
pick_cr92_start;2023-06-27 20:10:34;start;td-td26_cr-cr92
pick_cr145_start;2023-06-27 23:06:17;start;td-td41_cr-cr145
pick_cr159_start;2023-06-28 01:19:10;start;td-td45_cr-cr159
pick_cr146_start;2023-06-28 03:19:44;start;td-td41_cr-cr146
pick_cr159_complete;2023-06-28 07:27:57;complete;td-td45_cr-cr159
pick_cr145_complete;2023-06-28 07:29:35;complete;td-td41_cr-cr145
pick_cr92_complete;2023-06-28 07:38:00;complete;td-td26_cr-cr92
pick_cr146_complete;2023-06-28 07:38:49;complete;td-td41_cr-cr146
pick_cr161_start;2023-06-28 11:41:28;start;td-td46_cr-cr161
pick_cr161_complete;2023-06-28 11:49:31;complete;td-td46_cr-cr161
pick_cr136_start;2023-06-28 16:13:47;start;td-td38_cr-cr136
pick_cr136_complete;2023-06-28 16:23:10;complete;td-td38_cr-cr136
pick_cr154_start;2023-06-29 23:43:30;start;td-td44_cr-cr154
pick_cr153_start;2023-06-30 04:08:45;start;td-td43_cr-cr153
pick_cr153_complete;2023-06-30 07:31:24;complete;td-td43_cr-cr153
pick_cr154_complete;2023-06-30 08:10:17;complete;td-td44_cr-cr154
pick_cr129_start;2023-06-30 10:18:23;start;td-td36_cr-cr129
pick_cr129_complete;2023-06-30 10:28:35;complete;td-td36_cr-cr129
pick_cr140_start;2023-06-30 14:18:28;start;td-td40_cr-cr140
pick_cr140_complete;2023-06-30 14:23:29;complete;td-td40_cr-cr140
pick_cr117_start;2023-06-30 17:51:06;start;td-td32_cr-cr117
pick_cr162_start;2023-06-30 20:50:39;start;td-td46_cr-cr162
pick_cr157_start;2023-07-01 00:26:02;start;td-td45_cr-cr157
pick_cr167_start;2023-07-01 01:50:18;start;td-td47_cr-cr167
pick_cr168_start;2023-07-01 09:57:45;start;td-td47_cr-cr168
pick_cr144_start;2023-07-02 00:19:40;start;td-td41_cr-cr144
pick_cr144_complete;2023-07-03 07:45:39;complete;td-td41_cr-cr144
pick_cr157_complete;2023-07-03 07:53:20;complete;td-td45_cr-cr157
pick_cr162_complete;2023-07-03 08:00:38;complete;td-td46_cr-cr162
pick_cr117_complete;2023-07-03 08:10:24;complete;td-td32_cr-cr117
pick_cr168_complete;2023-07-03 08:19:01;complete;td-td47_cr-cr168
pick_cr167_complete;2023-07-03 08:28:34;complete;td-td47_cr-cr167
pick_cr163_start;2023-07-03 15:51:25;start;td-td46_cr-cr163
pick_cr163_complete;2023-07-03 15:59:27;complete;td-td46_cr-cr163
pick_cr152_start;2023-07-03 16:13:18;start;td-td43_cr-cr152
pick_cr152_complete;2023-07-03 16:20:04;complete;td-td43_cr-cr152
pick_cr158_start;2023-07-03 16:46:47;start;td-td45_cr-cr158
pick_cr158_complete;2023-07-03 18:06:22;complete;td-td45_cr-cr158
pick_cr173_start;2023-07-03 22:12:13;start;td-td49_cr-cr173
pick_cr173_complete;2023-07-04 07:37:19;complete;td-td49_cr-cr173
pick_cr182_start;2023-07-04 10:05:25;start;td-td51_cr-cr182
pick_cr171_start;2023-07-04 10:19:27;start;td-td48_cr-cr171
pick_cr182_complete;2023-07-04 10:25:41;complete;td-td51_cr-cr182
pick_cr171_complete;2023-07-04 10:31:46;complete;td-td48_cr-cr171
pick_cr166_start;2023-07-04 14:40:51;start;td-td47_cr-cr166
pick_cr166_complete;2023-07-04 14:54:34;complete;td-td47_cr-cr166
pick_cr170_start;2023-07-04 14:56:25;start;td-td48_cr-cr170
pick_cr185_start;2023-07-04 15:35:43;start;td-td52_cr-cr185
pick_cr183_start;2023-07-04 15:48:19;start;td-td51_cr-cr183
pick_cr185_complete;2023-07-04 15:48:40;complete;td-td52_cr-cr185
pick_cr183_complete;2023-07-04 15:57:11;complete;td-td51_cr-cr183
pick_cr170_complete;2023-07-04 15:59:18;complete;td-td48_cr-cr170
pick_cr184_start;2023-07-04 16:14:53;start;td-td52_cr-cr184
pick_cr184_complete;2023-07-04 16:22:43;complete;td-td52_cr-cr184
pick_cr178_start;2023-07-04 22:11:44;start;td-td50_cr-cr178
pick_cr178_complete;2023-07-05 07:31:39;complete;td-td50_cr-cr178
pick_cr165_start;2023-07-05 14:27:14;start;td-td46_cr-cr165
pick_cr165_complete;2023-07-05 14:43:53;complete;td-td46_cr-cr165
pick_cr175_start;2023-07-05 20:10:05;start;td-td49_cr-cr175
pick_cr193_start;2023-07-05 20:12:45;start;td-td55_cr-cr193
pick_cr187_start;2023-07-05 23:25:05;start;td-td53_cr-cr187
pick_cr181_start;2023-07-06 01:38:32;start;td-td50_cr-cr181
pick_cr195_start;2023-07-06 02:25:36;start;td-td56_cr-cr195
pick_cr194_start;2023-07-06 07:00:01;start;td-td56_cr-cr194
pick_cr193_complete;2023-07-06 07:23:37;complete;td-td55_cr-cr193
pick_cr194_complete;2023-07-06 07:27:19;complete;td-td56_cr-cr194
pick_cr195_complete;2023-07-06 07:35:11;complete;td-td56_cr-cr195
pick_cr175_complete;2023-07-06 07:47:12;complete;td-td49_cr-cr175
pick_cr181_complete;2023-07-06 08:02:36;complete;td-td50_cr-cr181
pick_cr187_complete;2023-07-06 08:04:41;complete;td-td53_cr-cr187
pick_cr196_start;2023-07-06 14:03:27;start;td-td56_cr-cr196
pick_cr196_complete;2023-07-06 14:09:33;complete;td-td56_cr-cr196
pick_cr169_start;2023-07-06 17:39:48;start;td-td47_cr-cr169
pick_cr169_complete;2023-07-06 18:47:40;complete;td-td47_cr-cr169
pick_cr192_start;2023-07-06 19:19:37;start;td-td55_cr-cr192
pick_cr179_start;2023-07-07 04:23:14;start;td-td50_cr-cr179
pick_cr180_start;2023-07-07 05:55:45;start;td-td50_cr-cr180
pick_cr192_complete;2023-07-07 07:34:17;complete;td-td55_cr-cr192
pick_cr179_complete;2023-07-07 07:40:32;complete;td-td50_cr-cr179
pick_cr180_complete;2023-07-07 08:13:30;complete;td-td50_cr-cr180
pick_cr160_start;2023-07-07 09:04:59;start;td-td45_cr-cr160
pick_cr160_complete;2023-07-07 09:18:23;complete;td-td45_cr-cr160
pick_cr190_start;2023-07-07 17:36:11;start;td-td55_cr-cr190
pick_cr186_start;2023-07-07 22:34:46;start;td-td53_cr-cr186
pick_cr156_start;2023-07-07 23:44:22;start;td-td44_cr-cr156
pick_cr155_start;2023-07-08 00:12:44;start;td-td44_cr-cr155
pick_cr205_start;2023-07-08 12:39:57;start;td-td59_cr-cr205
pick_cr198_start;2023-07-08 13:23:04;start;td-td56_cr-cr198
pick_cr155_complete;2023-07-10 07:34:38;complete;td-td44_cr-cr155
pick_cr190_complete;2023-07-10 07:48:36;complete;td-td55_cr-cr190
pick_cr198_complete;2023-07-10 07:54:05;complete;td-td56_cr-cr198
