ocel_id;ocel_time;lifecycle;instance_id
order_crs_td39;2023-06-23 15:14:06;complete;td-td39
order_crs_td40;2023-06-26 09:44:05;complete;td-td40
order_crs_td41;2023-06-26 12:13:19;complete;td-td41
order_crs_td42;2023-06-27 10:30:13;complete;td-td42
order_crs_td43;2023-06-27 14:50:43;complete;td-td43
order_crs_td45;2023-06-27 16:53:17;complete;td-td45
order_crs_td44;2023-06-28 11:27:26;complete;td-td44
order_crs_td46;2023-06-28 11:41:28;complete;td-td46
order_crs_td47;2023-06-29 14:38:28;complete;td-td47
order_crs_td48;2023-06-30 08:14:08;complete;td-td48
order_crs_td49;2023-07-03 08:50:50;complete;td-td49
order_crs_td50;2023-07-03 16:13:41;complete;td-td50
order_crs_td51;2023-07-04 09:12:58;complete;td-td51
order_crs_td53;2023-07-04 11:10:14;complete;td-td53
order_crs_td52;2023-07-04 15:03:10;complete;td-td52
order_crs_td54;2023-07-04 17:00:05;complete;td-td54
order_crs_td55;2023-07-05 10:49:24;complete;td-td55
order_crs_td56;2023-07-05 17:55:34;complete;td-td56
order_crs_td57;2023-07-06 12:40:25;complete;td-td57
order_crs_td59;2023-07-06 15:54:08;complete;td-td59
order_crs_td58;2023-07-06 16:37:55;complete;td-td58
order_crs_td60;2023-07-10 07:56:25;complete;td-td60
order_crs_td62;2023-07-11 07:53:02;complete;td-td62
order_crs_td63;2023-07-11 11:41:17;complete;td-td63
order_crs_td61;2023-07-11 12:17:53;complete;td-td61
order_crs_td64;2023-07-11 16:05:53;complete;td-td64
order_crs_td65;2023-07-11 16:19:58;complete;td-td65
order_crs_td67;2023-07-13 09:55:49;complete;td-td67
order_crs_td66;2023-07-13 11:52:44;complete;td-td66
order_crs_td68;2023-07-14 11:32:56;complete;td-td68
order_crs_td69;2023-07-17 11:18:20;complete;td-td69
order_crs_td70;2023-07-17 16:39:54;complete;td-td70
order_crs_td71;2023-07-18 15:57:48;complete;td-td71
order_crs_td72;2023-07-18 16:58:24;complete;td-td72
order_crs_td73;2023-07-20 14:23:51;complete;td-td73
order_crs_td74;2023-07-21 10:25:26;complete;td-td74
order_crs_td75;2023-07-21 11:31:40;complete;td-td75
order_crs_td76;2023-07-24 10:59:04;complete;td-td76
order_crs_td77;2023-07-24 14:39:11;complete;td-td77
order_crs_td79;2023-07-25 10:57:49;complete;td-td79
order_crs_td78;2023-07-25 16:36:32;complete;td-td78
order_crs_td80;2023-07-26 08:04:18;complete;td-td80
order_crs_td81;2023-07-26 16:16:46;complete;td-td81
order_crs_td82;2023-07-27 07:35:39;complete;td-td82
order_crs_td83;2023-07-27 08:16:32;complete;td-td83
order_crs_td84;2023-07-27 17:06:33;complete;td-td84
order_crs_td85;2023-07-28 11:41:50;complete;td-td85
order_crs_td88;2023-07-31 14:38:20;complete;td-td88
order_crs_td87;2023-07-31 15:50:30;complete;td-td87
order_crs_td86;2023-08-01 07:21:14;complete;td-td86
order_crs_td89;2023-08-01 16:11:19;complete;td-td89
order_crs_td90;2023-08-02 10:12:42;complete;td-td90
order_crs_td91;2023-08-03 14:47:55;complete;td-td91
order_crs_td92;2023-08-04 14:39:53;complete;td-td92
order_crs_td93;2023-08-04 15:53:35;complete;td-td93
order_crs_td94;2023-08-07 11:43:46;complete;td-td94
order_crs_td95;2023-08-08 09:50:44;complete;td-td95
order_crs_td96;2023-08-09 10:05:55;complete;td-td96
order_crs_td97;2023-08-10 11:38:24;complete;td-td97
order_crs_td98;2023-08-11 08:44:01;complete;td-td98
order_crs_td99;2023-08-14 11:04:16;complete;td-td99
order_crs_td100;2023-08-16 14:25:54;complete;td-td100
