ocel_id;ocel_time;lifecycle;instance_id
load_truck_hu152_complete;2023-06-05 11:52:12;complete;td-td14_cr-cr52
load_truck_hu146_complete;2023-06-05 11:56:05;complete;td-td7_cr-cr27
load_truck_hu157_complete;2023-06-05 11:56:59;complete;td-td13_cr-cr47
load_truck_hu170_complete;2023-06-05 13:58:34;complete;td-td6_cr-cr25
load_truck_hu151_complete;2023-06-05 13:58:53;complete;td-td14_cr-cr52
load_truck_hu173_complete;2023-06-05 15:02:11;complete;td-td6_cr-cr25
load_truck_hu143_complete;2023-06-05 15:04:23;complete;td-td9_cr-cr33
load_truck_hu168_complete;2023-06-05 15:05:48;complete;td-td14_cr-cr51
load_truck_hu180_complete;2023-06-05 15:08:54;complete;td-td14_cr-cr49
load_truck_hu175_complete;2023-06-05 15:24:10;complete;td-td14_cr-cr49
load_truck_hu141_complete;2023-06-05 15:25:19;complete;td-td9_cr-cr33
load_truck_hu174_complete;2023-06-05 15:26:42;complete;td-td6_cr-cr25
load_truck_hu177_complete;2023-06-05 15:31:25;complete;td-td14_cr-cr49
load_truck_hu167_complete;2023-06-05 15:37:18;complete;td-td14_cr-cr51
load_truck_hu189_complete;2023-06-05 15:41:33;complete;td-td4_cr-cr15
load_truck_hu190_complete;2023-06-05 15:45:38;complete;td-td4_cr-cr15
load_truck_hu188_complete;2023-06-05 15:46:14;complete;td-td4_cr-cr15
load_truck_hu172_complete;2023-06-05 15:47:54;complete;td-td6_cr-cr25
load_truck_hu186_complete;2023-06-05 16:20:19;complete;td-td14_cr-cr50
load_truck_hu182_complete;2023-06-05 16:25:33;complete;td-td14_cr-cr50
load_truck_hu183_complete;2023-06-05 16:32:00;complete;td-td14_cr-cr50
load_truck_hu184_complete;2023-06-05 16:34:43;complete;td-td14_cr-cr50
load_truck_hu192_complete;2023-06-05 16:56:44;complete;td-td4_cr-cr15
load_truck_hu196_complete;2023-06-05 18:40:17;complete;td-td6_cr-cr24
load_truck_hu193_complete;2023-06-05 18:50:51;complete;td-td6_cr-cr24
load_truck_hu181_complete;2023-06-05 18:57:23;complete;td-td14_cr-cr50
load_truck_hu198_complete;2023-06-06 08:04:55;complete;td-td6_cr-cr24
load_truck_hu163_complete;2023-06-06 08:11:21;complete;td-td14_cr-cr51
load_truck_hu194_complete;2023-06-06 08:21:31;complete;td-td6_cr-cr24
load_truck_hu197_complete;2023-06-06 08:23:52;complete;td-td6_cr-cr24
load_truck_hu185_complete;2023-06-06 08:24:53;complete;td-td14_cr-cr50
load_truck_hu176_complete;2023-06-06 08:34:56;complete;td-td14_cr-cr49
load_truck_hu178_complete;2023-06-06 08:42:41;complete;td-td14_cr-cr49
load_truck_hu191_complete;2023-06-06 08:44:26;complete;td-td4_cr-cr15
load_truck_hu164_complete;2023-06-06 08:49:42;complete;td-td14_cr-cr51
load_truck_hu171_complete;2023-06-06 08:54:44;complete;td-td6_cr-cr25
load_truck_hu195_complete;2023-06-06 09:54:54;complete;td-td6_cr-cr24
load_truck_hu187_complete;2023-06-06 09:59:36;complete;td-td4_cr-cr15
load_truck_hu201_complete;2023-06-06 11:04:20;complete;td-td11_cr-cr38
load_truck_hu199_complete;2023-06-06 11:05:17;complete;td-td11_cr-cr38
load_truck_hu204_complete;2023-06-06 11:06:32;complete;td-td11_cr-cr38
load_truck_hu179_complete;2023-06-06 11:08:35;complete;td-td14_cr-cr49
load_truck_hu200_complete;2023-06-06 11:13:52;complete;td-td11_cr-cr38
load_truck_hu203_complete;2023-06-06 11:25:21;complete;td-td11_cr-cr38
load_truck_hu202_complete;2023-06-06 11:28:01;complete;td-td11_cr-cr38
load_truck_hu213_complete;2023-06-06 11:53:33;complete;td-td13_cr-cr46
load_truck_hu216_complete;2023-06-06 11:54:31;complete;td-td13_cr-cr46
load_truck_hu215_complete;2023-06-06 11:56:35;complete;td-td13_cr-cr46
load_truck_hu212_complete;2023-06-06 11:57:16;complete;td-td13_cr-cr46
load_truck_hu214_complete;2023-06-06 11:59:52;complete;td-td13_cr-cr46
load_truck_hu208_complete;2023-06-06 12:14:00;complete;td-td17_cr-cr61
load_truck_hu210_complete;2023-06-06 13:14:39;complete;td-td17_cr-cr61
load_truck_hu207_complete;2023-06-06 13:20:08;complete;td-td17_cr-cr61
load_truck_hu206_complete;2023-06-06 13:24:30;complete;td-td17_cr-cr61
load_truck_hu209_complete;2023-06-06 13:27:43;complete;td-td17_cr-cr61
load_truck_hu211_complete;2023-06-06 14:03:14;complete;td-td13_cr-cr46
load_truck_hu221_complete;2023-06-06 14:04:58;complete;td-td11_cr-cr37
load_truck_hu219_complete;2023-06-06 14:05:28;complete;td-td11_cr-cr37
load_truck_hu218_complete;2023-06-06 14:06:38;complete;td-td11_cr-cr37
load_truck_hu222_complete;2023-06-06 14:07:33;complete;td-td11_cr-cr37
load_truck_hu225_complete;2023-06-06 14:11:32;complete;td-td12_cr-cr42
load_truck_hu227_complete;2023-06-06 14:14:36;complete;td-td12_cr-cr42
load_truck_hu169_complete;2023-06-06 14:14:37;complete;td-td6_cr-cr25
load_truck_hu229_complete;2023-06-06 14:22:27;complete;td-td12_cr-cr42
load_truck_hu228_complete;2023-06-06 14:25:44;complete;td-td12_cr-cr42
load_truck_hu205_complete;2023-06-06 14:27:19;complete;td-td17_cr-cr61
load_truck_hu220_complete;2023-06-06 14:31:56;complete;td-td11_cr-cr37
load_truck_hu224_complete;2023-06-06 14:32:44;complete;td-td12_cr-cr42
load_truck_hu226_complete;2023-06-06 14:36:44;complete;td-td12_cr-cr42
load_truck_hu223_complete;2023-06-06 14:37:24;complete;td-td11_cr-cr37
load_truck_hu217_complete;2023-06-06 14:38:55;complete;td-td10_cr-cr36
load_truck_hu231_complete;2023-06-06 14:53:42;complete;td-td6_cr-cr21
load_truck_hu235_complete;2023-06-06 14:56:35;complete;td-td6_cr-cr21
load_truck_hu234_complete;2023-06-06 14:57:10;complete;td-td6_cr-cr21
load_truck_hu236_complete;2023-06-06 15:42:23;complete;td-td12_cr-cr44
load_truck_hu239_complete;2023-06-06 15:59:24;complete;td-td15_cr-cr57
load_truck_hu245_complete;2023-06-06 16:05:57;complete;td-td4_cr-cr17
load_truck_hu246_complete;2023-06-06 16:13:03;complete;td-td4_cr-cr17
load_truck_hu233_complete;2023-06-06 16:17:27;complete;td-td6_cr-cr21
load_truck_hu243_complete;2023-06-06 16:19:43;complete;td-td4_cr-cr17
load_truck_hu230_complete;2023-06-06 16:20:56;complete;td-td6_cr-cr21
load_truck_hu244_complete;2023-06-06 16:23:36;complete;td-td4_cr-cr17
load_truck_hu232_complete;2023-06-06 16:29:41;complete;td-td6_cr-cr21
load_truck_hu247_complete;2023-06-06 16:35:00;complete;td-td4_cr-cr17
load_truck_hu248_complete;2023-06-06 16:38:54;complete;td-td4_cr-cr17
load_truck_hu241_complete;2023-06-06 17:00:39;complete;td-td15_cr-cr57
load_truck_hu238_complete;2023-06-06 17:05:43;complete;td-td15_cr-cr57
load_truck_hu240_complete;2023-06-06 17:09:38;complete;td-td15_cr-cr57
load_truck_hu237_complete;2023-06-06 17:11:53;complete;td-td15_cr-cr57
load_truck_hu242_complete;2023-06-06 17:15:11;complete;td-td15_cr-cr57
load_truck_hu252_complete;2023-06-07 08:45:16;complete;td-td9_cr-cr32
load_truck_hu253_complete;2023-06-07 08:48:02;complete;td-td9_cr-cr32
load_truck_hu250_complete;2023-06-07 08:52:28;complete;td-td9_cr-cr32
load_truck_hu255_complete;2023-06-07 09:11:22;complete;td-td16_cr-cr59
load_truck_hu260_complete;2023-06-07 09:12:22;complete;td-td16_cr-cr59
load_truck_hu259_complete;2023-06-07 09:12:55;complete;td-td16_cr-cr59
load_truck_hu257_complete;2023-06-07 09:13:26;complete;td-td16_cr-cr59
load_truck_hu256_complete;2023-06-07 09:14:08;complete;td-td16_cr-cr59
load_truck_hu249_complete;2023-06-07 09:52:43;complete;td-td9_cr-cr32
load_truck_hu254_complete;2023-06-07 09:53:15;complete;td-td9_cr-cr32
load_truck_hu251_complete;2023-06-07 09:56:48;complete;td-td9_cr-cr32
load_truck_hu258_complete;2023-06-07 09:58:56;complete;td-td16_cr-cr59
load_truck_hu269_complete;2023-06-08 08:53:38;complete;td-td15_cr-cr55
load_truck_hu267_complete;2023-06-08 08:55:37;complete;td-td15_cr-cr55
load_truck_hu264_complete;2023-06-08 09:32:52;complete;td-td15_cr-cr56
load_truck_hu265_complete;2023-06-08 09:35:44;complete;td-td15_cr-cr56
load_truck_hu266_complete;2023-06-08 09:37:21;complete;td-td15_cr-cr56
load_truck_hu262_complete;2023-06-08 09:40:04;complete;td-td15_cr-cr56
load_truck_hu261_complete;2023-06-08 09:43:52;complete;td-td15_cr-cr56
load_truck_hu263_complete;2023-06-08 09:44:27;complete;td-td15_cr-cr56
load_truck_hu268_complete;2023-06-08 09:56:31;complete;td-td15_cr-cr55
load_truck_hu272_complete;2023-06-08 09:57:21;complete;td-td15_cr-cr55
load_truck_hu271_complete;2023-06-08 09:58:36;complete;td-td15_cr-cr55
load_truck_hu270_complete;2023-06-08 10:59:21;complete;td-td15_cr-cr55
load_truck_hu278_complete;2023-06-08 12:13:46;complete;td-td11_cr-cr39
load_truck_hu275_complete;2023-06-08 13:16:13;complete;td-td11_cr-cr39
load_truck_hu273_complete;2023-06-08 13:19:33;complete;td-td11_cr-cr39
load_truck_hu277_complete;2023-06-08 13:22:56;complete;td-td11_cr-cr39
load_truck_hu274_complete;2023-06-08 13:28:40;complete;td-td11_cr-cr39
load_truck_hu276_complete;2023-06-08 13:29:31;complete;td-td11_cr-cr39
load_truck_hu293_complete;2023-06-09 08:29:29;complete;td-td19_cr-cr69
load_truck_hu294_complete;2023-06-09 08:30:46;complete;td-td19_cr-cr69
load_truck_hu280_complete;2023-06-09 09:06:50;complete;td-td15_cr-cr54
load_truck_hu306_complete;2023-06-09 09:28:26;complete;td-td19_cr-cr67
load_truck_hu287_complete;2023-06-09 10:06:23;complete;td-td15_cr-cr58
load_truck_hu290_complete;2023-06-09 10:11:58;complete;td-td15_cr-cr58
load_truck_hu299_complete;2023-06-09 10:14:15;complete;td-td19_cr-cr68
load_truck_hu298_complete;2023-06-09 10:17:18;complete;td-td19_cr-cr68
load_truck_hu302_complete;2023-06-09 10:19:26;complete;td-td19_cr-cr68
load_truck_hu281_complete;2023-06-09 10:57:11;complete;td-td15_cr-cr54
load_truck_hu308_complete;2023-06-09 11:57:27;complete;td-td19_cr-cr67
load_truck_hu286_complete;2023-06-09 13:57:49;complete;td-td15_cr-cr58
load_truck_hu305_complete;2023-06-09 15:04:55;complete;td-td19_cr-cr67
load_truck_hu300_complete;2023-06-09 15:11:03;complete;td-td19_cr-cr68
load_truck_hu297_complete;2023-06-09 15:16:32;complete;td-td19_cr-cr68
load_truck_hu295_complete;2023-06-09 15:27:25;complete;td-td19_cr-cr69
load_truck_hu279_complete;2023-06-09 15:30:31;complete;td-td15_cr-cr54
load_truck_hu292_complete;2023-06-09 15:31:31;complete;td-td19_cr-cr69
load_truck_hu282_complete;2023-06-09 15:37:44;complete;td-td15_cr-cr54
load_truck_hu296_complete;2023-06-09 15:38:42;complete;td-td19_cr-cr69
load_truck_hu313_complete;2023-06-09 15:45:31;complete;td-td6_cr-cr22
load_truck_hu310_complete;2023-06-09 15:46:09;complete;td-td6_cr-cr22
load_truck_hu309_complete;2023-06-09 15:49:16;complete;td-td6_cr-cr22
load_truck_hu303_complete;2023-06-09 15:49:49;complete;td-td19_cr-cr67
load_truck_hu283_complete;2023-06-09 15:52:50;complete;td-td15_cr-cr54
load_truck_hu289_complete;2023-06-09 15:53:49;complete;td-td15_cr-cr58
load_truck_hu311_complete;2023-06-09 16:57:48;complete;td-td6_cr-cr22
load_truck_hu284_complete;2023-06-09 17:57:57;complete;td-td15_cr-cr54
load_truck_hu285_complete;2023-06-09 19:30:54;complete;td-td15_cr-cr58
load_truck_hu291_complete;2023-06-12 07:34:25;complete;td-td19_cr-cr69
load_truck_hu314_complete;2023-06-12 07:36:30;complete;td-td6_cr-cr22
load_truck_hu301_complete;2023-06-12 07:57:19;complete;td-td19_cr-cr68
load_truck_hu312_complete;2023-06-12 09:14:47;complete;td-td6_cr-cr22
load_truck_hu307_complete;2023-06-12 09:24:23;complete;td-td19_cr-cr67
load_truck_hu331_complete;2023-06-12 10:40:24;complete;td-td21_cr-cr75
load_truck_hu329_complete;2023-06-12 10:43:28;complete;td-td21_cr-cr75
load_truck_hu328_complete;2023-06-12 10:43:53;complete;td-td17_cr-cr63
load_truck_hu319_complete;2023-06-12 10:47:16;complete;td-td19_cr-cr66
load_truck_hu318_complete;2023-06-12 10:51:04;complete;td-td19_cr-cr66
load_truck_hu316_complete;2023-06-12 10:51:45;complete;td-td19_cr-cr66
load_truck_hu322_complete;2023-06-12 10:52:49;complete;td-td18_cr-cr65
load_truck_hu333_complete;2023-06-12 10:53:10;complete;td-td21_cr-cr75
load_truck_hu315_complete;2023-06-12 10:55:36;complete;td-td19_cr-cr66
load_truck_hu324_complete;2023-06-12 10:56:51;complete;td-td18_cr-cr65
load_truck_hu317_complete;2023-06-12 10:59:17;complete;td-td19_cr-cr66
load_truck_hu327_complete;2023-06-12 11:53:13;complete;td-td17_cr-cr63
load_truck_hu332_complete;2023-06-12 11:57:57;complete;td-td21_cr-cr75
load_truck_hu323_complete;2023-06-12 11:58:06;complete;td-td18_cr-cr65
load_truck_hu326_complete;2023-06-12 11:58:55;complete;td-td17_cr-cr63
load_truck_hu321_complete;2023-06-12 14:00:46;complete;td-td18_cr-cr65
load_truck_hu334_complete;2023-06-12 14:02:10;complete;td-td21_cr-cr75
load_truck_hu304_complete;2023-06-12 14:06:35;complete;td-td19_cr-cr67
load_truck_hu330_complete;2023-06-12 14:12:28;complete;td-td21_cr-cr75
load_truck_hu325_complete;2023-06-12 14:16:38;complete;td-td17_cr-cr63
load_truck_hu288_complete;2023-06-12 14:17:28;complete;td-td15_cr-cr58
load_truck_hu335_complete;2023-06-12 14:51:59;complete;td-td11_cr-cr40
load_truck_hu340_complete;2023-06-12 14:52:56;complete;td-td11_cr-cr40
load_truck_hu336_complete;2023-06-12 14:53:56;complete;td-td11_cr-cr40
load_truck_hu338_complete;2023-06-12 14:54:44;complete;td-td11_cr-cr40
load_truck_hu342_complete;2023-06-12 14:56:06;complete;td-td16_cr-cr60
load_truck_hu339_complete;2023-06-12 14:57:53;complete;td-td11_cr-cr40
load_truck_hu344_complete;2023-06-12 15:38:15;complete;td-td21_cr-cr76
load_truck_hu343_complete;2023-06-12 15:56:55;complete;td-td16_cr-cr60
load_truck_hu346_complete;2023-06-12 16:00:42;complete;td-td21_cr-cr76
load_truck_hu355_complete;2023-06-12 16:05:19;complete;td-td20_cr-cr71
load_truck_hu341_complete;2023-06-12 16:08:44;complete;td-td16_cr-cr60
load_truck_hu358_complete;2023-06-12 16:15:43;complete;td-td20_cr-cr71
load_truck_hu320_complete;2023-06-12 16:22:56;complete;td-td19_cr-cr66
load_truck_hu354_complete;2023-06-12 16:28:29;complete;td-td20_cr-cr71
load_truck_hu337_complete;2023-06-12 16:32:16;complete;td-td11_cr-cr40
