ocel_id;ocel_time;lifecycle;instance_id
book_vehs_td68;2023-07-13 17:07:57;complete;td-td68
book_vehs_td69;2023-07-14 16:55:29;complete;td-td69
book_vehs_td70;2023-07-17 11:11:37;complete;td-td70
book_vehs_td71;2023-07-18 09:28:55;complete;td-td71
book_vehs_td72;2023-07-18 14:14:02;complete;td-td72
book_vehs_td73;2023-07-20 10:53:01;complete;td-td73
book_vehs_td74;2023-07-20 16:54:45;complete;td-td74
book_vehs_td75;2023-07-21 07:47:20;complete;td-td75
book_vehs_td76;2023-07-21 16:31:25;complete;td-td76
book_vehs_td77;2023-07-24 14:12:17;complete;td-td77
book_vehs_td78;2023-07-25 08:05:03;complete;td-td78
book_vehs_td79;2023-07-25 08:58:11;complete;td-td79
book_vehs_td80;2023-07-25 11:34:32;complete;td-td80
book_vehs_td82;2023-07-26 14:24:58;complete;td-td82
book_vehs_td81;2023-07-26 15:03:47;complete;td-td81
book_vehs_td83;2023-07-26 16:45:49;complete;td-td83
book_vehs_td84;2023-07-27 09:46:22;complete;td-td84
book_vehs_td85;2023-07-27 14:50:14;complete;td-td85
book_vehs_td87;2023-07-31 09:26:05;complete;td-td87
book_vehs_td86;2023-07-31 10:09:13;complete;td-td86
book_vehs_td88;2023-07-31 13:18:22;complete;td-td88
book_vehs_td89;2023-08-01 09:52:54;complete;td-td89
book_vehs_td90;2023-08-01 14:54:11;complete;td-td90
book_vehs_td91;2023-08-02 14:31:26;complete;td-td91
book_vehs_td92;2023-08-03 10:32:41;complete;td-td92
book_vehs_td93;2023-08-03 13:46:40;complete;td-td93
book_vehs_td94;2023-08-04 16:27:50;complete;td-td94
book_vehs_td95;2023-08-07 17:21:52;complete;td-td95
book_vehs_td96;2023-08-08 11:44:33;complete;td-td96
book_vehs_td97;2023-08-09 16:16:10;complete;td-td97
book_vehs_td98;2023-08-10 10:40:15;complete;td-td98
book_vehs_td99;2023-08-11 10:54:47;complete;td-td99
book_vehs_td100;2023-08-16 10:08:19;complete;td-td100
