ocel_id;ocel_time;lifecycle;instance_id
place_stock_cr85_complete;2023-06-20 10:59:53;complete;td-td24_cr-cr85
place_stock_cr77_complete;2023-06-20 14:55:31;complete;td-td22_cr-cr77
place_stock_cr103_complete;2023-06-20 15:06:43;complete;td-td28_cr-cr103
place_stock_cr124_complete;2023-06-21 09:49:41;complete;td-td34_cr-cr124
place_stock_cr100_complete;2023-06-21 10:12:30;complete;td-td28_cr-cr100
place_stock_cr95_complete;2023-06-21 11:44:10;complete;td-td26_cr-cr95
place_stock_cr127_complete;2023-06-21 15:42:24;complete;td-td35_cr-cr127
place_stock_cr86_complete;2023-06-22 13:40:42;complete;td-td24_cr-cr86
place_stock_cr133_complete;2023-06-22 13:54:32;complete;td-td37_cr-cr133
place_stock_cr112_complete;2023-06-23 10:44:50;complete;td-td31_cr-cr112
place_stock_cr116_complete;2023-06-23 11:22:21;complete;td-td32_cr-cr116
place_stock_cr115_complete;2023-06-23 14:19:53;complete;td-td32_cr-cr115
place_stock_cr128_complete;2023-06-23 16:25:24;complete;td-td36_cr-cr128
place_stock_cr121_complete;2023-06-26 13:04:15;complete;td-td33_cr-cr121
place_stock_cr88_complete;2023-06-26 13:19:32;complete;td-td25_cr-cr88
place_stock_cr131_complete;2023-06-26 16:44:49;complete;td-td37_cr-cr131
place_stock_cr132_complete;2023-06-27 09:23:19;complete;td-td37_cr-cr132
place_stock_cr138_complete;2023-06-27 09:23:26;complete;td-td39_cr-cr138
place_stock_cr122_complete;2023-06-27 09:55:40;complete;td-td34_cr-cr122
place_stock_cr141_complete;2023-06-27 10:23:34;complete;td-td40_cr-cr141
place_stock_cr148_complete;2023-06-27 11:01:30;complete;td-td41_cr-cr148
place_stock_cr142_complete;2023-06-27 11:11:43;complete;td-td40_cr-cr142
place_stock_cr105_complete;2023-06-27 11:20:21;complete;td-td29_cr-cr105
place_stock_cr143_complete;2023-06-27 12:00:16;complete;td-td40_cr-cr143
place_stock_cr147_complete;2023-06-27 14:32:10;complete;td-td41_cr-cr147
place_stock_cr150_complete;2023-06-27 14:44:13;complete;td-td42_cr-cr150
place_stock_cr151_complete;2023-06-27 14:45:51;complete;td-td42_cr-cr151
place_stock_cr149_complete;2023-06-27 15:16:36;complete;td-td42_cr-cr149
place_stock_cr135_complete;2023-06-27 15:38:24;complete;td-td38_cr-cr135
place_stock_cr137_complete;2023-06-27 15:46:30;complete;td-td38_cr-cr137
place_stock_cr93_complete;2023-06-27 17:38:24;complete;td-td26_cr-cr93
place_stock_cr134_complete;2023-06-27 18:55:38;complete;td-td38_cr-cr134
place_stock_cr145_complete;2023-06-28 13:24:05;complete;td-td41_cr-cr145
place_stock_cr159_complete;2023-06-28 15:00:08;complete;td-td45_cr-cr159
place_stock_cr161_complete;2023-06-28 15:36:37;complete;td-td46_cr-cr161
place_stock_cr136_complete;2023-06-29 10:01:42;complete;td-td38_cr-cr136
place_stock_cr129_complete;2023-06-30 13:37:31;complete;td-td36_cr-cr129
place_stock_cr157_complete;2023-07-03 16:53:37;complete;td-td45_cr-cr157
place_stock_cr144_complete;2023-07-03 16:55:08;complete;td-td41_cr-cr144
place_stock_cr117_complete;2023-07-03 17:56:05;complete;td-td32_cr-cr117
place_stock_cr168_complete;2023-07-04 10:28:47;complete;td-td47_cr-cr168
place_stock_cr171_complete;2023-07-04 14:45:52;complete;td-td48_cr-cr171
place_stock_cr152_complete;2023-07-04 15:38:22;complete;td-td43_cr-cr152
place_stock_cr163_complete;2023-07-04 15:56:26;complete;td-td46_cr-cr163
place_stock_cr182_complete;2023-07-04 15:59:32;complete;td-td51_cr-cr182
place_stock_cr173_complete;2023-07-04 16:27:04;complete;td-td49_cr-cr173
place_stock_cr184_complete;2023-07-05 15:11:08;complete;td-td52_cr-cr184
place_stock_cr166_complete;2023-07-05 15:23:25;complete;td-td47_cr-cr166
place_stock_cr185_complete;2023-07-05 15:48:41;complete;td-td52_cr-cr185
place_stock_cr170_complete;2023-07-05 16:25:46;complete;td-td48_cr-cr170
place_stock_cr178_complete;2023-07-05 16:54:13;complete;td-td50_cr-cr178
place_stock_cr165_complete;2023-07-06 07:54:50;complete;td-td46_cr-cr165
place_stock_cr193_complete;2023-07-06 12:00:31;complete;td-td55_cr-cr193
place_stock_cr194_complete;2023-07-06 13:52:48;complete;td-td56_cr-cr194
place_stock_cr187_complete;2023-07-06 14:01:53;complete;td-td53_cr-cr187
place_stock_cr195_complete;2023-07-06 15:04:49;complete;td-td56_cr-cr195
place_stock_cr169_complete;2023-07-07 11:30:30;complete;td-td47_cr-cr169
place_stock_cr179_complete;2023-07-07 14:28:09;complete;td-td50_cr-cr179
place_stock_cr180_complete;2023-07-07 14:43:39;complete;td-td50_cr-cr180
place_stock_cr160_complete;2023-07-07 15:23:05;complete;td-td45_cr-cr160
place_stock_cr192_complete;2023-07-07 15:43:16;complete;td-td55_cr-cr192
place_stock_cr198_complete;2023-07-10 11:33:03;complete;td-td56_cr-cr198
place_stock_cr190_complete;2023-07-11 07:55:58;complete;td-td55_cr-cr190
place_stock_cr188_complete;2023-07-11 09:59:32;complete;td-td54_cr-cr188
place_stock_cr155_complete;2023-07-11 10:00:16;complete;td-td44_cr-cr155
place_stock_cr199_complete;2023-07-11 14:46:22;complete;td-td57_cr-cr199
place_stock_cr206_complete;2023-07-11 17:03:37;complete;td-td59_cr-cr206
place_stock_cr209_complete;2023-07-12 07:34:29;complete;td-td60_cr-cr209
place_stock_cr174_complete;2023-07-12 10:22:11;complete;td-td49_cr-cr174
place_stock_cr176_complete;2023-07-12 10:35:58;complete;td-td49_cr-cr176
place_stock_cr222_complete;2023-07-12 15:39:51;complete;td-td63_cr-cr222
place_stock_cr226_complete;2023-07-12 16:58:32;complete;td-td64_cr-cr226
place_stock_cr197_complete;2023-07-12 18:06:29;complete;td-td56_cr-cr197
place_stock_cr224_complete;2023-07-13 08:58:53;complete;td-td63_cr-cr224
place_stock_cr215_complete;2023-07-13 11:57:01;complete;td-td62_cr-cr215
place_stock_cr227_complete;2023-07-13 15:47:01;complete;td-td64_cr-cr227
place_stock_cr213_complete;2023-07-13 15:54:53;complete;td-td61_cr-cr213
place_stock_cr202_complete;2023-07-13 16:58:57;complete;td-td58_cr-cr202
place_stock_cr228_complete;2023-07-13 18:46:38;complete;td-td64_cr-cr228
place_stock_cr234_complete;2023-07-14 10:11:25;complete;td-td66_cr-cr234
place_stock_cr238_complete;2023-07-14 14:48:02;complete;td-td67_cr-cr238
place_stock_cr220_complete;2023-07-14 15:41:49;complete;td-td63_cr-cr220
place_stock_cr207_complete;2023-07-14 16:12:57;complete;td-td60_cr-cr207
place_stock_cr232_complete;2023-07-14 16:17:11;complete;td-td66_cr-cr232
place_stock_cr177_complete;2023-07-14 16:26:34;complete;td-td50_cr-cr177
place_stock_cr221_complete;2023-07-14 16:44:54;complete;td-td63_cr-cr221
place_stock_cr212_complete;2023-07-17 11:10:01;complete;td-td61_cr-cr212
place_stock_cr189_complete;2023-07-17 11:55:27;complete;td-td54_cr-cr189
place_stock_cr211_complete;2023-07-17 11:57:44;complete;td-td61_cr-cr211
place_stock_cr233_complete;2023-07-18 09:31:44;complete;td-td66_cr-cr233
place_stock_cr191_complete;2023-07-18 11:22:53;complete;td-td55_cr-cr191
place_stock_cr230_complete;2023-07-18 14:01:56;complete;td-td65_cr-cr230
place_stock_cr217_complete;2023-07-18 14:58:27;complete;td-td62_cr-cr217
place_stock_cr248_complete;2023-07-19 10:40:52;complete;td-td71_cr-cr248
place_stock_cr253_complete;2023-07-19 10:41:33;complete;td-td72_cr-cr253
place_stock_cr249_complete;2023-07-19 10:48:05;complete;td-td71_cr-cr249
place_stock_cr247_complete;2023-07-19 10:50:23;complete;td-td71_cr-cr247
place_stock_cr239_complete;2023-07-19 11:39:39;complete;td-td67_cr-cr239
place_stock_cr216_complete;2023-07-20 11:29:47;complete;td-td62_cr-cr216
place_stock_cr244_complete;2023-07-20 11:39:29;complete;td-td70_cr-cr244
place_stock_cr252_complete;2023-07-20 14:30:58;complete;td-td72_cr-cr252
place_stock_cr250_complete;2023-07-21 09:58:52;complete;td-td72_cr-cr250
place_stock_cr204_complete;2023-07-21 14:16:02;complete;td-td58_cr-cr204
place_stock_cr258_complete;2023-07-24 08:58:36;complete;td-td74_cr-cr258
place_stock_cr262_complete;2023-07-24 10:31:11;complete;td-td74_cr-cr262
place_stock_cr261_complete;2023-07-24 11:25:04;complete;td-td74_cr-cr261
place_stock_cr245_complete;2023-07-24 11:25:21;complete;td-td70_cr-cr245
place_stock_cr251_complete;2023-07-24 14:06:21;complete;td-td72_cr-cr251
place_stock_cr263_complete;2023-07-24 16:21:11;complete;td-td75_cr-cr263
place_stock_cr264_complete;2023-07-24 17:51:26;complete;td-td75_cr-cr264
place_stock_cr266_complete;2023-07-25 07:54:54;complete;td-td76_cr-cr266
place_stock_cr269_complete;2023-07-25 15:59:03;complete;td-td76_cr-cr269
place_stock_cr276_complete;2023-07-25 17:54:30;complete;td-td79_cr-cr276
place_stock_cr272_complete;2023-07-26 10:59:33;complete;td-td78_cr-cr272
place_stock_cr259_complete;2023-07-26 13:12:51;complete;td-td74_cr-cr259
place_stock_cr280_complete;2023-07-27 09:48:02;complete;td-td81_cr-cr280
place_stock_cr288_complete;2023-07-27 11:54:59;complete;td-td83_cr-cr288
place_stock_cr283_complete;2023-07-27 14:57:44;complete;td-td82_cr-cr283
place_stock_cr292_complete;2023-07-28 14:21:46;complete;td-td84_cr-cr292
place_stock_cr270_complete;2023-07-28 15:42:57;complete;td-td77_cr-cr270
place_stock_cr296_complete;2023-07-28 16:28:35;complete;td-td85_cr-cr296
place_stock_cr256_complete;2023-07-28 16:33:39;complete;td-td73_cr-cr256
place_stock_cr268_complete;2023-07-31 13:54:24;complete;td-td76_cr-cr268
place_stock_cr285_complete;2023-07-31 14:48:18;complete;td-td82_cr-cr285
place_stock_cr275_complete;2023-07-31 15:57:24;complete;td-td79_cr-cr275
place_stock_cr277_complete;2023-07-31 16:00:02;complete;td-td80_cr-cr277
place_stock_cr260_complete;2023-07-31 18:42:13;complete;td-td74_cr-cr260
place_stock_cr286_complete;2023-08-01 07:40:16;complete;td-td83_cr-cr286
place_stock_cr302_complete;2023-08-01 13:40:02;complete;td-td87_cr-cr302
place_stock_cr301_complete;2023-08-02 09:48:01;complete;td-td87_cr-cr301
place_stock_cr287_complete;2023-08-02 10:14:41;complete;td-td83_cr-cr287
place_stock_cr304_complete;2023-08-02 11:37:56;complete;td-td88_cr-cr304
place_stock_cr306_complete;2023-08-02 15:55:50;complete;td-td89_cr-cr306
place_stock_cr281_complete;2023-08-02 15:59:01;complete;td-td81_cr-cr281
place_stock_cr284_complete;2023-08-02 18:05:51;complete;td-td82_cr-cr284
place_stock_cr279_complete;2023-08-02 19:03:48;complete;td-td80_cr-cr279
place_stock_cr309_complete;2023-08-03 10:28:14;complete;td-td89_cr-cr309
place_stock_cr310_complete;2023-08-03 11:41:52;complete;td-td90_cr-cr310
place_stock_cr290_complete;2023-08-03 11:43:01;complete;td-td83_cr-cr290
place_stock_cr307_complete;2023-08-03 12:00:10;complete;td-td89_cr-cr307
place_stock_cr294_complete;2023-08-03 13:27:29;complete;td-td85_cr-cr294
place_stock_cr293_complete;2023-08-03 14:33:32;complete;td-td84_cr-cr293
place_stock_cr291_complete;2023-08-03 14:58:16;complete;td-td84_cr-cr291
place_stock_cr305_complete;2023-08-04 13:26:56;complete;td-td88_cr-cr305
place_stock_cr300_complete;2023-08-07 07:37:11;complete;td-td86_cr-cr300
place_stock_cr308_complete;2023-08-07 09:46:31;complete;td-td89_cr-cr308
place_stock_cr295_complete;2023-08-08 09:20:56;complete;td-td85_cr-cr295
place_stock_cr315_complete;2023-08-08 10:51:57;complete;td-td92_cr-cr315
place_stock_cr324_complete;2023-08-08 15:59:57;complete;td-td94_cr-cr324
place_stock_cr289_complete;2023-08-08 18:07:47;complete;td-td83_cr-cr289
place_stock_cr316_complete;2023-08-09 09:58:38;complete;td-td92_cr-cr316
place_stock_cr328_complete;2023-08-09 10:21:19;complete;td-td94_cr-cr328
place_stock_cr303_complete;2023-08-09 11:42:34;complete;td-td88_cr-cr303
place_stock_cr323_complete;2023-08-09 14:08:27;complete;td-td93_cr-cr323
place_stock_cr321_complete;2023-08-09 16:12:08;complete;td-td93_cr-cr321
place_stock_cr318_complete;2023-08-10 07:52:30;complete;td-td92_cr-cr318
place_stock_cr329_complete;2023-08-10 08:00:10;complete;td-td95_cr-cr329
place_stock_cr325_complete;2023-08-10 09:24:43;complete;td-td94_cr-cr325
place_stock_cr322_complete;2023-08-10 09:39:24;complete;td-td93_cr-cr322
place_stock_cr331_complete;2023-08-10 16:13:02;complete;td-td96_cr-cr331
place_stock_cr312_complete;2023-08-10 16:42:47;complete;td-td91_cr-cr312
place_stock_cr326_complete;2023-08-10 17:27:24;complete;td-td94_cr-cr326
place_stock_cr337_complete;2023-08-11 13:58:13;complete;td-td97_cr-cr337
place_stock_cr339_complete;2023-08-11 18:01:22;complete;td-td98_cr-cr339
place_stock_cr333_complete;2023-08-14 16:49:43;complete;td-td96_cr-cr333
place_stock_cr340_complete;2023-08-15 09:32:18;complete;td-td98_cr-cr340
place_stock_cr341_complete;2023-08-15 11:24:05;complete;td-td98_cr-cr341
place_stock_cr338_complete;2023-08-15 11:51:13;complete;td-td97_cr-cr338
place_stock_cr334_complete;2023-08-15 11:55:22;complete;td-td97_cr-cr334
place_stock_cr335_complete;2023-08-15 13:20:48;complete;td-td97_cr-cr335
place_stock_cr330_complete;2023-08-15 15:39:09;complete;td-td95_cr-cr330
place_stock_cr343_complete;2023-08-17 11:49:37;complete;td-td100_cr-cr343
