ocel_id;ocel_time;lifecycle;instance_id
weigh_cr24_start;2023-06-06 11:31:17;start;td-td6_cr-cr24
weigh_cr24_complete;2023-06-06 11:34:24;complete;td-td6_cr-cr24
weigh_cr38_start;2023-06-06 11:42:48;start;td-td11_cr-cr38
weigh_cr38_complete;2023-06-06 11:43:26;complete;td-td11_cr-cr38
weigh_cr15_start;2023-06-06 13:09:52;start;td-td4_cr-cr15
weigh_cr15_complete;2023-06-06 13:14:27;complete;td-td4_cr-cr15
weigh_cr25_start;2023-06-06 14:28:46;start;td-td6_cr-cr25
weigh_cr25_complete;2023-06-06 14:31:02;complete;td-td6_cr-cr25
weigh_cr61_start;2023-06-06 14:38:00;start;td-td17_cr-cr61
weigh_cr61_complete;2023-06-06 14:40:36;complete;td-td17_cr-cr61
weigh_cr46_start;2023-06-06 14:44:37;start;td-td13_cr-cr46
weigh_cr46_complete;2023-06-06 14:47:05;complete;td-td13_cr-cr46
weigh_cr37_start;2023-06-06 14:48:28;start;td-td11_cr-cr37
weigh_cr42_start;2023-06-06 14:49:16;start;td-td12_cr-cr42
weigh_cr37_complete;2023-06-06 14:50:12;complete;td-td11_cr-cr37
weigh_cr36_start;2023-06-06 14:53:11;start;td-td10_cr-cr36
weigh_cr42_complete;2023-06-06 14:53:45;complete;td-td12_cr-cr42
weigh_cr36_complete;2023-06-06 14:56:53;complete;td-td10_cr-cr36
weigh_cr44_start;2023-06-06 15:53:25;start;td-td12_cr-cr44
weigh_cr44_complete;2023-06-06 15:55:05;complete;td-td12_cr-cr44
weigh_cr17_start;2023-06-06 16:55:59;start;td-td4_cr-cr17
weigh_cr17_complete;2023-06-06 16:57:57;complete;td-td4_cr-cr17
weigh_cr21_start;2023-06-06 18:31:50;start;td-td6_cr-cr21
weigh_cr21_complete;2023-06-06 18:57:02;complete;td-td6_cr-cr21
weigh_cr57_start;2023-06-07 08:14:05;start;td-td15_cr-cr57
weigh_cr57_complete;2023-06-07 08:19:15;complete;td-td15_cr-cr57
weigh_cr32_start;2023-06-07 11:35:57;start;td-td9_cr-cr32
weigh_cr32_complete;2023-06-07 11:40:18;complete;td-td9_cr-cr32
weigh_cr59_start;2023-06-07 11:41:38;start;td-td16_cr-cr59
weigh_cr59_complete;2023-06-07 11:42:52;complete;td-td16_cr-cr59
weigh_cr56_start;2023-06-08 09:54:50;start;td-td15_cr-cr56
weigh_cr56_complete;2023-06-08 09:57:53;complete;td-td15_cr-cr56
weigh_cr55_start;2023-06-08 13:14:10;start;td-td15_cr-cr55
weigh_cr55_complete;2023-06-08 13:15:46;complete;td-td15_cr-cr55
weigh_cr39_start;2023-06-08 14:52:36;start;td-td11_cr-cr39
weigh_cr39_complete;2023-06-08 14:54:15;complete;td-td11_cr-cr39
weigh_cr54_start;2023-06-12 07:34:39;start;td-td15_cr-cr54
weigh_cr54_complete;2023-06-12 07:36:25;complete;td-td15_cr-cr54
weigh_cr69_start;2023-06-12 07:59:24;start;td-td19_cr-cr69
weigh_cr69_complete;2023-06-12 09:02:08;complete;td-td19_cr-cr69
weigh_cr68_start;2023-06-12 09:31:05;start;td-td19_cr-cr68
weigh_cr22_start;2023-06-12 09:32:12;start;td-td6_cr-cr22
weigh_cr22_complete;2023-06-12 09:32:47;complete;td-td6_cr-cr22
weigh_cr68_complete;2023-06-12 09:33:49;complete;td-td19_cr-cr68
weigh_cr65_start;2023-06-12 14:13:54;start;td-td18_cr-cr65
weigh_cr65_complete;2023-06-12 14:16:16;complete;td-td18_cr-cr65
weigh_cr75_start;2023-06-12 14:27:30;start;td-td21_cr-cr75
weigh_cr63_start;2023-06-12 14:31:39;start;td-td17_cr-cr63
weigh_cr63_complete;2023-06-12 14:33:33;complete;td-td17_cr-cr63
weigh_cr75_complete;2023-06-12 14:34:05;complete;td-td21_cr-cr75
weigh_cr67_start;2023-06-12 14:52:19;start;td-td19_cr-cr67
weigh_cr67_complete;2023-06-12 14:58:42;complete;td-td19_cr-cr67
weigh_cr58_start;2023-06-12 15:23:43;start;td-td15_cr-cr58
weigh_cr58_complete;2023-06-12 15:26:55;complete;td-td15_cr-cr58
weigh_cr60_start;2023-06-12 16:23:52;start;td-td16_cr-cr60
weigh_cr60_complete;2023-06-12 16:25:16;complete;td-td16_cr-cr60
weigh_cr66_start;2023-06-12 16:40:28;start;td-td19_cr-cr66
weigh_cr66_complete;2023-06-12 16:42:17;complete;td-td19_cr-cr66
weigh_cr40_start;2023-06-12 16:47:44;start;td-td11_cr-cr40
weigh_cr40_complete;2023-06-12 16:54:59;complete;td-td11_cr-cr40
weigh_cr76_start;2023-06-13 07:34:31;start;td-td21_cr-cr76
weigh_cr76_complete;2023-06-13 07:39:03;complete;td-td21_cr-cr76
weigh_cr70_start;2023-06-13 07:44:42;start;td-td19_cr-cr70
weigh_cr70_complete;2023-06-13 07:51:26;complete;td-td19_cr-cr70
weigh_cr71_start;2023-06-13 09:30:01;start;td-td20_cr-cr71
weigh_cr71_complete;2023-06-13 09:31:06;complete;td-td20_cr-cr71
weigh_cr23_start;2023-06-13 09:47:38;start;td-td6_cr-cr23
weigh_cr23_complete;2023-06-13 09:48:35;complete;td-td6_cr-cr23
weigh_cr26_start;2023-06-13 09:52:01;start;td-td7_cr-cr26
weigh_cr26_complete;2023-06-13 09:54:11;complete;td-td7_cr-cr26
weigh_cr62_start;2023-06-13 09:54:32;start;td-td17_cr-cr62
weigh_cr62_complete;2023-06-13 09:58:28;complete;td-td17_cr-cr62
weigh_cr84_start;2023-06-13 11:23:29;start;td-td23_cr-cr84
weigh_cr84_complete;2023-06-13 11:24:19;complete;td-td23_cr-cr84
weigh_cr73_start;2023-06-13 11:34:42;start;td-td20_cr-cr73
weigh_cr73_complete;2023-06-13 11:36:09;complete;td-td20_cr-cr73
weigh_cr87_start;2023-06-13 12:00:01;start;td-td24_cr-cr87
weigh_cr87_complete;2023-06-13 13:05:07;complete;td-td24_cr-cr87
weigh_cr8_start;2023-06-13 13:20:20;start;td-td2_cr-cr8
weigh_cr8_complete;2023-06-13 13:21:52;complete;td-td2_cr-cr8
weigh_cr82_start;2023-06-13 17:35:51;start;td-td23_cr-cr82
weigh_cr82_complete;2023-06-13 17:40:06;complete;td-td23_cr-cr82
weigh_cr81_start;2023-06-14 07:46:41;start;td-td23_cr-cr81
weigh_cr81_complete;2023-06-14 07:49:28;complete;td-td23_cr-cr81
weigh_cr99_start;2023-06-14 10:00:28;start;td-td27_cr-cr99
weigh_cr99_complete;2023-06-14 10:02:26;complete;td-td27_cr-cr99
weigh_cr74_start;2023-06-14 11:35:32;start;td-td20_cr-cr74
weigh_cr74_complete;2023-06-14 11:40:02;complete;td-td20_cr-cr74
weigh_cr96_start;2023-06-14 11:44:36;start;td-td27_cr-cr96
weigh_cr96_complete;2023-06-14 11:45:37;complete;td-td27_cr-cr96
weigh_cr98_start;2023-06-14 11:48:10;start;td-td27_cr-cr98
weigh_cr98_complete;2023-06-14 11:50:24;complete;td-td27_cr-cr98
weigh_cr80_start;2023-06-14 11:59:54;start;td-td22_cr-cr80
weigh_cr97_start;2023-06-14 13:36:01;start;td-td27_cr-cr97
weigh_cr97_complete;2023-06-14 13:41:10;complete;td-td27_cr-cr97
weigh_cr80_complete;2023-06-14 14:00:24;complete;td-td22_cr-cr80
weigh_cr91_start;2023-06-14 14:35:23;start;td-td26_cr-cr91
weigh_cr91_complete;2023-06-14 14:37:42;complete;td-td26_cr-cr91
weigh_cr78_start;2023-06-16 10:25:58;start;td-td22_cr-cr78
weigh_cr78_complete;2023-06-16 10:26:56;complete;td-td22_cr-cr78
weigh_cr108_start;2023-06-16 10:41:31;start;td-td29_cr-cr108
weigh_cr108_complete;2023-06-16 10:42:26;complete;td-td29_cr-cr108
weigh_cr94_start;2023-06-16 10:48:39;start;td-td26_cr-cr94
weigh_cr94_complete;2023-06-16 10:49:40;complete;td-td26_cr-cr94
weigh_cr107_start;2023-06-16 13:48:38;start;td-td29_cr-cr107
weigh_cr107_complete;2023-06-16 13:49:43;complete;td-td29_cr-cr107
weigh_cr104_start;2023-06-16 17:37:42;start;td-td28_cr-cr104
weigh_cr104_complete;2023-06-16 17:49:04;complete;td-td28_cr-cr104
weigh_cr83_start;2023-06-19 14:47:04;start;td-td23_cr-cr83
weigh_cr31_start;2023-06-19 14:47:10;start;td-td9_cr-cr31
weigh_cr31_complete;2023-06-19 14:48:50;complete;td-td9_cr-cr31
weigh_cr83_complete;2023-06-19 14:52:05;complete;td-td23_cr-cr83
weigh_cr111_start;2023-06-19 15:10:48;start;td-td31_cr-cr111
weigh_cr111_complete;2023-06-19 15:13:35;complete;td-td31_cr-cr111
weigh_cr110_start;2023-06-19 15:46:39;start;td-td30_cr-cr110
weigh_cr110_complete;2023-06-19 15:47:29;complete;td-td30_cr-cr110
weigh_cr113_start;2023-06-19 15:50:00;start;td-td31_cr-cr113
weigh_cr113_complete;2023-06-19 15:53:49;complete;td-td31_cr-cr113
weigh_cr79_start;2023-06-19 16:09:50;start;td-td22_cr-cr79
weigh_cr79_complete;2023-06-19 16:11:52;complete;td-td22_cr-cr79
weigh_cr72_start;2023-06-20 08:38:57;start;td-td20_cr-cr72
weigh_cr72_complete;2023-06-20 08:42:19;complete;td-td20_cr-cr72
weigh_cr109_start;2023-06-20 08:51:35;start;td-td30_cr-cr109
weigh_cr109_complete;2023-06-20 08:56:06;complete;td-td30_cr-cr109
weigh_cr114_start;2023-06-20 08:56:51;start;td-td31_cr-cr114
weigh_cr85_start;2023-06-20 08:58:04;start;td-td24_cr-cr85
weigh_cr114_complete;2023-06-20 09:57:47;complete;td-td31_cr-cr114
weigh_cr85_complete;2023-06-20 09:58:08;complete;td-td24_cr-cr85
weigh_cr118_start;2023-06-20 10:00:45;start;td-td32_cr-cr118
weigh_cr118_complete;2023-06-20 10:03:55;complete;td-td32_cr-cr118
weigh_cr106_start;2023-06-20 10:04:58;start;td-td29_cr-cr106
weigh_cr106_complete;2023-06-20 10:05:57;complete;td-td29_cr-cr106
weigh_cr77_start;2023-06-20 14:50:51;start;td-td22_cr-cr77
weigh_cr77_complete;2023-06-20 14:52:04;complete;td-td22_cr-cr77
weigh_cr103_start;2023-06-20 15:00:00;start;td-td28_cr-cr103
weigh_cr103_complete;2023-06-20 15:05:22;complete;td-td28_cr-cr103
weigh_cr101_start;2023-06-20 15:48:26;start;td-td28_cr-cr101
weigh_cr101_complete;2023-06-20 15:51:23;complete;td-td28_cr-cr101
weigh_cr124_start;2023-06-21 09:47:32;start;td-td34_cr-cr124
weigh_cr124_complete;2023-06-21 09:48:07;complete;td-td34_cr-cr124
weigh_cr100_start;2023-06-21 10:09:35;start;td-td28_cr-cr100
weigh_cr100_complete;2023-06-21 10:10:58;complete;td-td28_cr-cr100
weigh_cr95_start;2023-06-21 11:39:44;start;td-td26_cr-cr95
weigh_cr95_complete;2023-06-21 11:41:53;complete;td-td26_cr-cr95
weigh_cr123_start;2023-06-21 13:52:46;start;td-td34_cr-cr123
weigh_cr123_complete;2023-06-21 13:59:32;complete;td-td34_cr-cr123
weigh_cr127_start;2023-06-21 15:33:54;start;td-td35_cr-cr127
weigh_cr127_complete;2023-06-21 15:37:53;complete;td-td35_cr-cr127
weigh_cr86_start;2023-06-22 13:37:57;start;td-td24_cr-cr86
weigh_cr86_complete;2023-06-22 13:38:50;complete;td-td24_cr-cr86
weigh_cr102_start;2023-06-22 13:44:16;start;td-td28_cr-cr102
weigh_cr102_complete;2023-06-22 13:45:52;complete;td-td28_cr-cr102
weigh_cr133_start;2023-06-22 13:48:55;start;td-td37_cr-cr133
weigh_cr89_start;2023-06-22 13:50:28;start;td-td25_cr-cr89
weigh_cr133_complete;2023-06-22 13:52:12;complete;td-td37_cr-cr133
weigh_cr89_complete;2023-06-22 13:53:10;complete;td-td25_cr-cr89
weigh_cr126_start;2023-06-22 14:54:35;start;td-td35_cr-cr126
weigh_cr126_complete;2023-06-22 14:55:57;complete;td-td35_cr-cr126
weigh_cr130_start;2023-06-22 15:52:25;start;td-td36_cr-cr130
weigh_cr130_complete;2023-06-22 15:56:43;complete;td-td36_cr-cr130
weigh_cr112_start;2023-06-23 10:36:34;start;td-td31_cr-cr112
weigh_cr112_complete;2023-06-23 10:42:51;complete;td-td31_cr-cr112
weigh_cr116_start;2023-06-23 11:18:05;start;td-td32_cr-cr116
weigh_cr116_complete;2023-06-23 11:20:28;complete;td-td32_cr-cr116
weigh_cr64_start;2023-06-23 11:55:33;start;td-td18_cr-cr64
weigh_cr64_complete;2023-06-23 11:58:52;complete;td-td18_cr-cr64
weigh_cr115_start;2023-06-23 14:13:58;start;td-td32_cr-cr115
weigh_cr115_complete;2023-06-23 14:15:03;complete;td-td32_cr-cr115
weigh_cr128_start;2023-06-23 16:20:13;start;td-td36_cr-cr128
weigh_cr128_complete;2023-06-23 16:22:36;complete;td-td36_cr-cr128
weigh_cr139_start;2023-06-26 10:53:42;start;td-td39_cr-cr139
weigh_cr139_complete;2023-06-26 10:55:49;complete;td-td39_cr-cr139
weigh_cr121_start;2023-06-26 13:00:42;start;td-td33_cr-cr121
weigh_cr120_start;2023-06-26 13:01:03;start;td-td33_cr-cr120
weigh_cr121_complete;2023-06-26 13:02:39;complete;td-td33_cr-cr121
weigh_cr120_complete;2023-06-26 13:03:40;complete;td-td33_cr-cr120
weigh_cr88_start;2023-06-26 13:12:22;start;td-td25_cr-cr88
weigh_cr88_complete;2023-06-26 13:14:08;complete;td-td25_cr-cr88
weigh_cr125_start;2023-06-26 14:50:00;start;td-td35_cr-cr125
weigh_cr125_complete;2023-06-26 14:53:15;complete;td-td35_cr-cr125
weigh_cr119_start;2023-06-26 14:53:59;start;td-td33_cr-cr119
weigh_cr119_complete;2023-06-26 14:55:35;complete;td-td33_cr-cr119
weigh_cr131_start;2023-06-26 16:41:53;start;td-td37_cr-cr131
weigh_cr131_complete;2023-06-26 16:42:50;complete;td-td37_cr-cr131
weigh_cr122_start;2023-06-27 08:54:27;start;td-td34_cr-cr122
weigh_cr132_start;2023-06-27 09:18:16;start;td-td37_cr-cr132
weigh_cr138_start;2023-06-27 09:20:59;start;td-td39_cr-cr138
weigh_cr138_complete;2023-06-27 09:21:39;complete;td-td39_cr-cr138
weigh_cr132_complete;2023-06-27 09:22:41;complete;td-td37_cr-cr132
weigh_cr122_complete;2023-06-27 09:55:06;complete;td-td34_cr-cr122
weigh_cr148_start;2023-06-27 09:59:42;start;td-td41_cr-cr148
weigh_cr141_start;2023-06-27 10:20:42;start;td-td40_cr-cr141
weigh_cr141_complete;2023-06-27 10:21:55;complete;td-td40_cr-cr141
weigh_cr90_start;2023-06-27 10:45:51;start;td-td25_cr-cr90
weigh_cr90_complete;2023-06-27 10:51:11;complete;td-td25_cr-cr90
weigh_cr143_start;2023-06-27 10:55:43;start;td-td40_cr-cr143
weigh_cr143_complete;2023-06-27 10:59:50;complete;td-td40_cr-cr143
weigh_cr148_complete;2023-06-27 11:00:20;complete;td-td41_cr-cr148
weigh_cr142_start;2023-06-27 11:04:29;start;td-td40_cr-cr142
weigh_cr142_complete;2023-06-27 11:07:50;complete;td-td40_cr-cr142
weigh_cr105_start;2023-06-27 11:13:02;start;td-td29_cr-cr105
weigh_cr105_complete;2023-06-27 11:18:08;complete;td-td29_cr-cr105
weigh_cr147_start;2023-06-27 14:29:29;start;td-td41_cr-cr147
weigh_cr147_complete;2023-06-27 14:30:41;complete;td-td41_cr-cr147
weigh_cr150_start;2023-06-27 14:39:59;start;td-td42_cr-cr150
weigh_cr151_start;2023-06-27 14:41:30;start;td-td42_cr-cr151
weigh_cr151_complete;2023-06-27 14:42:27;complete;td-td42_cr-cr151
weigh_cr150_complete;2023-06-27 14:43:30;complete;td-td42_cr-cr150
weigh_cr149_start;2023-06-27 15:11:56;start;td-td42_cr-cr149
weigh_cr149_complete;2023-06-27 15:12:31;complete;td-td42_cr-cr149
weigh_cr135_start;2023-06-27 15:34:52;start;td-td38_cr-cr135
weigh_cr135_complete;2023-06-27 15:35:33;complete;td-td38_cr-cr135
weigh_cr137_start;2023-06-27 15:44:37;start;td-td38_cr-cr137
weigh_cr137_complete;2023-06-27 15:45:53;complete;td-td38_cr-cr137
weigh_cr93_start;2023-06-27 17:12:42;start;td-td26_cr-cr93
weigh_cr93_complete;2023-06-27 17:24:48;complete;td-td26_cr-cr93
weigh_cr134_start;2023-06-27 17:51:10;start;td-td38_cr-cr134
weigh_cr134_complete;2023-06-27 17:53:09;complete;td-td38_cr-cr134
weigh_cr159_start;2023-06-28 11:58:19;start;td-td45_cr-cr159
weigh_cr145_start;2023-06-28 13:19:45;start;td-td41_cr-cr145
weigh_cr145_complete;2023-06-28 13:22:55;complete;td-td41_cr-cr145
weigh_cr146_start;2023-06-28 13:38:09;start;td-td41_cr-cr146
weigh_cr146_complete;2023-06-28 13:39:52;complete;td-td41_cr-cr146
weigh_cr92_start;2023-06-28 13:53:20;start;td-td26_cr-cr92
weigh_cr92_complete;2023-06-28 13:57:15;complete;td-td26_cr-cr92
weigh_cr159_complete;2023-06-28 13:59:47;complete;td-td45_cr-cr159
weigh_cr161_start;2023-06-28 15:27:50;start;td-td46_cr-cr161
weigh_cr161_complete;2023-06-28 15:32:54;complete;td-td46_cr-cr161
weigh_cr136_start;2023-06-29 08:57:14;start;td-td38_cr-cr136
weigh_cr136_complete;2023-06-29 08:58:26;complete;td-td38_cr-cr136
weigh_cr154_start;2023-06-30 09:38:02;start;td-td44_cr-cr154
weigh_cr154_complete;2023-06-30 09:38:41;complete;td-td44_cr-cr154
weigh_cr153_start;2023-06-30 09:40:34;start;td-td43_cr-cr153
weigh_cr153_complete;2023-06-30 09:45:26;complete;td-td43_cr-cr153
weigh_cr129_start;2023-06-30 13:29:21;start;td-td36_cr-cr129
weigh_cr129_complete;2023-06-30 13:32:21;complete;td-td36_cr-cr129
weigh_cr140_start;2023-06-30 16:51:45;start;td-td40_cr-cr140
weigh_cr140_complete;2023-06-30 16:56:27;complete;td-td40_cr-cr140
weigh_cr144_start;2023-07-03 15:51:25;start;td-td41_cr-cr144
weigh_cr144_complete;2023-07-03 15:53:48;complete;td-td41_cr-cr144
weigh_cr167_start;2023-07-03 16:13:18;start;td-td47_cr-cr167
weigh_cr167_complete;2023-07-03 16:14:50;complete;td-td47_cr-cr167
weigh_cr157_start;2023-07-03 16:46:47;start;td-td45_cr-cr157
weigh_cr157_complete;2023-07-03 16:50:02;complete;td-td45_cr-cr157
weigh_cr117_start;2023-07-03 17:18:27;start;td-td32_cr-cr117
weigh_cr117_complete;2023-07-03 17:36:16;complete;td-td32_cr-cr117
weigh_cr162_start;2023-07-04 10:05:25;start;td-td46_cr-cr162
weigh_cr162_complete;2023-07-04 10:09:44;complete;td-td46_cr-cr162
weigh_cr168_start;2023-07-04 10:19:27;start;td-td47_cr-cr168
weigh_cr168_complete;2023-07-04 10:24:49;complete;td-td47_cr-cr168
weigh_cr171_start;2023-07-04 14:40:51;start;td-td48_cr-cr171
weigh_cr171_complete;2023-07-04 14:43:25;complete;td-td48_cr-cr171
weigh_cr182_start;2023-07-04 14:56:25;start;td-td51_cr-cr182
weigh_cr182_complete;2023-07-04 14:58:33;complete;td-td51_cr-cr182
weigh_cr152_start;2023-07-04 15:35:43;start;td-td43_cr-cr152
weigh_cr152_complete;2023-07-04 15:36:54;complete;td-td43_cr-cr152
weigh_cr163_start;2023-07-04 15:48:19;start;td-td46_cr-cr163
weigh_cr163_complete;2023-07-04 15:49:58;complete;td-td46_cr-cr163
weigh_cr158_start;2023-07-04 16:14:53;start;td-td45_cr-cr158
weigh_cr173_start;2023-07-04 16:19:16;start;td-td49_cr-cr173
weigh_cr158_complete;2023-07-04 16:22:10;complete;td-td45_cr-cr158
weigh_cr173_complete;2023-07-04 16:24:35;complete;td-td49_cr-cr173
weigh_cr183_start;2023-07-05 14:27:14;start;td-td51_cr-cr183
weigh_cr183_complete;2023-07-05 14:29:39;complete;td-td51_cr-cr183
weigh_cr184_start;2023-07-05 15:02:27;start;td-td52_cr-cr184
weigh_cr184_complete;2023-07-05 15:05:32;complete;td-td52_cr-cr184
weigh_cr166_start;2023-07-05 15:19:13;start;td-td47_cr-cr166
weigh_cr166_complete;2023-07-05 15:20:46;complete;td-td47_cr-cr166
weigh_cr185_start;2023-07-05 15:44:02;start;td-td52_cr-cr185
weigh_cr185_complete;2023-07-05 15:44:53;complete;td-td52_cr-cr185
weigh_cr170_start;2023-07-05 16:21:00;start;td-td48_cr-cr170
weigh_cr170_complete;2023-07-05 16:22:36;complete;td-td48_cr-cr170
weigh_cr178_start;2023-07-05 16:42:39;start;td-td50_cr-cr178
weigh_cr178_complete;2023-07-05 16:47:56;complete;td-td50_cr-cr178
weigh_cr165_start;2023-07-05 18:43:10;start;td-td46_cr-cr165
weigh_cr165_complete;2023-07-06 07:50:37;complete;td-td46_cr-cr165
weigh_cr193_start;2023-07-06 10:53:53;start;td-td55_cr-cr193
weigh_cr193_complete;2023-07-06 10:59:06;complete;td-td55_cr-cr193
weigh_cr187_start;2023-07-06 11:53:14;start;td-td53_cr-cr187
weigh_cr187_complete;2023-07-06 11:58:42;complete;td-td53_cr-cr187
weigh_cr194_start;2023-07-06 13:47:55;start;td-td56_cr-cr194
weigh_cr194_complete;2023-07-06 13:50:58;complete;td-td56_cr-cr194
weigh_cr175_start;2023-07-06 14:22:44;start;td-td49_cr-cr175
weigh_cr175_complete;2023-07-06 14:29:32;complete;td-td49_cr-cr175
weigh_cr181_start;2023-07-06 14:48:32;start;td-td50_cr-cr181
weigh_cr181_complete;2023-07-06 14:49:31;complete;td-td50_cr-cr181
weigh_cr195_start;2023-07-06 15:02:16;start;td-td56_cr-cr195
weigh_cr195_complete;2023-07-06 15:03:26;complete;td-td56_cr-cr195
weigh_cr196_start;2023-07-06 16:18:54;start;td-td56_cr-cr196
weigh_cr196_complete;2023-07-06 16:20:53;complete;td-td56_cr-cr196
weigh_cr169_start;2023-07-07 11:21:42;start;td-td47_cr-cr169
weigh_cr169_complete;2023-07-07 11:27:46;complete;td-td47_cr-cr169
weigh_cr179_start;2023-07-07 14:23:33;start;td-td50_cr-cr179
weigh_cr179_complete;2023-07-07 14:24:42;complete;td-td50_cr-cr179
weigh_cr180_start;2023-07-07 14:39:16;start;td-td50_cr-cr180
weigh_cr180_complete;2023-07-07 14:42:05;complete;td-td50_cr-cr180
weigh_cr160_start;2023-07-07 15:13:46;start;td-td45_cr-cr160
weigh_cr160_complete;2023-07-07 15:21:12;complete;td-td45_cr-cr160
weigh_cr192_start;2023-07-07 15:36:33;start;td-td55_cr-cr192
