ocel_id;ocel_time
14563_enter_Supplier Loading Area_cr13;2023-05-29 09:29:38
14564_enter_Supplier Loading Area_tr3;2023-05-29 09:34:27
14565_enter_Supplier Loading Area_cr9;2023-05-29 09:34:27
14574_enter_Terminal North_tr6;2023-05-29 15:09:24
14575_enter_Terminal North_cr16;2023-05-29 15:09:24
14577_enter_Terminal North_fl1;2023-05-29 15:09:24
14579_enter_Truck Depot_tr6;2023-05-29 15:09:31
14582_enter_Storage_fl1;2023-05-29 15:12:16
14583_enter_Storage_cr16;2023-05-29 15:12:16
14584_enter_Terminal North_tr4;2023-05-29 15:29:11
14585_enter_Terminal North_cr12;2023-05-29 15:29:11
14587_enter_Terminal North_fl1;2023-05-29 15:29:11
14589_enter_Truck Depot_tr4;2023-05-29 15:29:14
14590_enter_Terminal South_tr5;2023-05-29 15:32:29
14591_enter_Terminal South_cr13;2023-05-29 15:32:29
14593_enter_Terminal South_fl2;2023-05-29 15:32:29
14595_enter_Truck Depot_tr5;2023-05-29 15:32:40
14598_enter_Storage_fl1;2023-05-29 15:34:08
14599_enter_Storage_cr12;2023-05-29 15:34:08
14602_enter_Loading Bay_fl2;2023-05-29 15:42:11
14603_enter_Loading Bay_cr13;2023-05-29 15:42:11
14604_enter_Terminal South_tr3;2023-05-29 16:43:17
14605_enter_Terminal South_cr9;2023-05-29 16:43:17
14607_enter_Terminal South_fl3;2023-05-29 16:43:17
14609_enter_Truck Depot_tr3;2023-05-29 16:43:23
14612_enter_Loading Bay_fl3;2023-05-29 16:56:51
14613_enter_Loading Bay_cr9;2023-05-29 16:56:51
14615_enter_Supplier_tr4;2023-05-29 17:32:20
14618_enter_Supplier Loading Area_tr4;2023-05-30 07:47:44
14619_enter_Supplier Loading Area_cr18;2023-05-30 07:47:44
14620_enter_Supplier_tr2;2023-05-30 07:53:40
14625_enter_Terminal North_tr4;2023-05-30 09:17:49
14626_enter_Terminal North_cr18;2023-05-30 09:17:49
14628_enter_Terminal North_fl1;2023-05-30 09:17:49
14630_enter_Truck Depot_tr4;2023-05-30 09:17:53
14633_enter_Storage_fl1;2023-05-30 09:22:07
14634_enter_Storage_cr18;2023-05-30 09:22:07
14635_enter_Supplier_tr1;2023-05-30 09:24:28
14637_enter_Supplier Loading Area_tr2;2023-05-30 09:27:23
14638_enter_Supplier Loading Area_cr14;2023-05-30 09:27:23
14641_enter_Terminal North_tr2;2023-05-30 09:50:50
14642_enter_Terminal North_cr14;2023-05-30 09:50:50
14644_enter_Terminal North_fl1;2023-05-30 09:50:50
14646_enter_Truck Depot_tr2;2023-05-30 09:50:57
14649_enter_Storage_fl1;2023-05-30 09:56:22
14650_enter_Storage_cr14;2023-05-30 09:56:22
14651_enter_Loading Bay_vh11;2023-05-30 11:00:00
14653_enter_Supplier Loading Area_tr1;2023-05-30 11:04:26
14654_enter_Supplier Loading Area_cr10;2023-05-30 11:04:26
14657_enter_Terminal North_tr1;2023-05-30 11:29:38
14658_enter_Terminal North_cr10;2023-05-30 11:29:38
14660_enter_Terminal North_fl1;2023-05-30 11:29:38
14662_enter_Truck Depot_tr1;2023-05-30 11:29:42
14665_enter_Storage_fl1;2023-05-30 11:36:00
14666_enter_Storage_cr10;2023-05-30 11:36:00
14669_enter_Supplier_tr5;2023-05-30 13:21:40
14671_enter_Supplier_tr4;2023-05-30 13:28:23
14673_enter_Supplier Loading Area_tr5;2023-05-30 13:46:51
14674_enter_Supplier Loading Area_cr29;2023-05-30 13:46:51
14675_enter_Supplier Loading Area_tr4;2023-05-30 13:53:26
14676_enter_Supplier Loading Area_cr30;2023-05-30 13:53:26
14681_enter_Terminal North_tr4;2023-05-30 15:19:30
14682_enter_Terminal North_cr30;2023-05-30 15:19:30
14684_enter_Terminal North_fl1;2023-05-30 15:19:30
14686_enter_Truck Depot_tr4;2023-05-30 15:19:38
14689_enter_Storage_fl1;2023-05-30 15:26:10
14690_enter_Storage_cr30;2023-05-30 15:26:10
14691_enter_Terminal North_tr5;2023-05-30 15:47:29
14692_enter_Terminal North_cr29;2023-05-30 15:47:29
14694_enter_Terminal North_fl1;2023-05-30 15:47:29
14696_enter_Truck Depot_tr5;2023-05-30 15:47:34
14699_enter_Storage_fl1;2023-05-30 15:57:31
14700_enter_Storage_cr29;2023-05-30 15:57:31
14703_enter_Supplier_tr4;2023-05-31 07:19:51
14705_enter_Supplier_tr2;2023-05-31 07:36:47
14707_enter_Supplier Loading Area_tr2;2023-05-31 08:53:18
14708_enter_Supplier Loading Area_cr4;2023-05-31 08:53:18
14709_enter_Supplier Loading Area_tr4;2023-05-31 09:45:14
14710_enter_Supplier Loading Area_cr19;2023-05-31 09:45:14
14715_enter_Terminal North_tr2;2023-05-31 10:51:30
14716_enter_Terminal North_cr4;2023-05-31 10:51:30
14718_enter_Terminal North_fl1;2023-05-31 10:51:30
14720_enter_Truck Depot_tr2;2023-05-31 10:51:32
14723_enter_Storage_fl1;2023-05-31 10:54:56
14724_enter_Storage_cr4;2023-05-31 10:54:56
14725_enter_Terminal North_tr4;2023-05-31 11:05:33
14726_enter_Terminal North_cr19;2023-05-31 11:05:33
14728_enter_Terminal North_fl1;2023-05-31 11:05:33
14730_enter_Truck Depot_tr4;2023-05-31 11:05:35
14733_enter_Storage_fl1;2023-05-31 11:12:28
14734_enter_Storage_cr19;2023-05-31 11:12:28
14736_enter_Supplier_tr3;2023-05-31 15:18:28
14739_enter_Supplier_tr5;2023-05-31 16:27:32
14741_enter_Supplier Loading Area_tr5;2023-05-31 16:52:56
14742_enter_Supplier Loading Area_cr43;2023-05-31 16:52:56
14743_enter_Supplier Loading Area_tr3;2023-05-31 17:00:52
14744_enter_Supplier Loading Area_cr41;2023-05-31 17:00:52
14747_enter_Terminal North_tr3;2023-05-31 17:58:46
14748_enter_Terminal North_cr41;2023-05-31 17:58:46
14750_enter_Terminal North_fl1;2023-05-31 17:58:46
14752_enter_Truck Depot_tr3;2023-05-31 17:58:50
14756_enter_Storage_fl3;2023-05-31 23:37:22
14758_enter_Storage_fl2;2023-05-31 23:37:22
14762_enter_Loading Bay_fl3;2023-06-01 07:40:49
14763_enter_Loading Bay_cr29;2023-06-01 07:40:49
14766_enter_Loading Bay_fl2;2023-06-01 07:43:15
14767_enter_Loading Bay_cr30;2023-06-01 07:43:15
14768_enter_Supplier_tr1;2023-06-01 07:43:25
14772_enter_Storage_fl1;2023-06-01 07:46:21
14773_enter_Storage_cr41;2023-06-01 07:46:21
14775_enter_Storage_fl1;2023-06-01 07:46:21
14780_enter_Loading Bay_fl1;2023-06-01 07:50:52
14781_enter_Loading Bay_cr41;2023-06-01 07:50:52
14782_enter_Supplier_tr3;2023-06-01 08:07:07
14784_enter_Supplier_tr2;2023-06-01 08:18:36
14786_enter_Supplier Loading Area_tr3;2023-06-01 08:47:40
14787_enter_Supplier Loading Area_cr2;2023-06-01 08:47:40
14788_enter_Terminal North_tr5;2023-06-01 08:55:03
14789_enter_Terminal North_cr43;2023-06-01 08:55:03
14791_enter_Terminal North_fl3;2023-06-01 08:55:03
14793_enter_Truck Depot_tr5;2023-06-01 08:55:06
14794_enter_Supplier Loading Area_tr2;2023-06-01 08:58:36
14795_enter_Supplier Loading Area_cr35;2023-06-01 08:58:36
14796_enter_Supplier Loading Area_tr1;2023-06-01 09:08:43
14797_enter_Supplier Loading Area_cr11;2023-06-01 09:08:43
14802_enter_Terminal North_tr1;2023-06-01 09:57:39
14803_enter_Terminal North_cr11;2023-06-01 09:57:39
14805_enter_Terminal North_fl2;2023-06-01 09:57:39
14807_enter_Truck Depot_tr1;2023-06-01 09:57:49
14808_enter_Terminal North_tr3;2023-06-01 10:52:01
14809_enter_Terminal North_cr2;2023-06-01 10:52:01
14811_enter_Terminal North_fl1;2023-06-01 10:52:01
14813_enter_Truck Depot_tr3;2023-06-01 10:52:07
14816_enter_Storage_fl1;2023-06-01 10:56:56
14817_enter_Storage_cr2;2023-06-01 10:56:56
14820_enter_Storage_fl3;2023-06-01 10:57:12
14821_enter_Storage_cr43;2023-06-01 10:57:12
14823_enter_Storage_fl1;2023-06-01 10:57:12
14826_enter_Storage_fl2;2023-06-01 11:05:16
14827_enter_Storage_cr11;2023-06-01 11:05:16
14829_enter_Supplier_tr5;2023-06-01 11:38:10
14833_enter_Loading Bay_fl1;2023-06-01 11:58:25
14834_enter_Loading Bay_cr43;2023-06-01 11:58:25
14835_enter_Supplier Loading Area_tr5;2023-06-01 11:58:33
14836_enter_Supplier Loading Area_cr20;2023-06-01 11:58:33
14840_enter_Terminal South_tr2;2023-06-01 13:30:47
14841_enter_Terminal South_cr35;2023-06-01 13:30:47
14843_enter_Terminal South_fl3;2023-06-01 13:30:47
14845_enter_Truck Depot_tr2;2023-06-01 13:30:52
14846_enter_Supplier_tr6;2023-06-01 13:32:38
14850_enter_Loading Bay_fl3;2023-06-01 13:39:17
14851_enter_Loading Bay_cr35;2023-06-01 13:39:17
14854_enter_Terminal North_tr5;2023-06-01 14:10:12
14855_enter_Terminal North_cr20;2023-06-01 14:10:12
14857_enter_Terminal North_fl2;2023-06-01 14:10:12
14859_enter_Truck Depot_tr5;2023-06-01 14:10:21
14862_enter_Storage_fl2;2023-06-01 14:15:57
14863_enter_Storage_cr20;2023-06-01 14:15:57
14864_enter_Supplier Loading Area_tr6;2023-06-01 15:25:30
14865_enter_Supplier Loading Area_cr1;2023-06-01 15:25:30
14869_enter_Supplier_tr4;2023-06-01 16:22:05
14871_enter_Terminal North_tr6;2023-06-01 17:02:15
14872_enter_Terminal North_cr1;2023-06-01 17:02:15
14874_enter_Terminal North_fl2;2023-06-01 17:02:15
14876_enter_Truck Depot_tr6;2023-06-01 17:02:28
14879_enter_Storage_fl2;2023-06-01 17:13:01
14880_enter_Storage_cr1;2023-06-01 17:13:01
14883_enter_Supplier_tr6;2023-06-02 07:49:30
14885_enter_Supplier_tr1;2023-06-02 08:08:59
14887_enter_Supplier Loading Area_tr4;2023-06-02 08:13:25
14888_enter_Supplier Loading Area_cr34;2023-06-02 08:13:25
14891_enter_Terminal South_tr4;2023-06-02 08:55:31
14892_enter_Terminal South_cr34;2023-06-02 08:55:31
14894_enter_Terminal South_fl1;2023-06-02 08:55:31
14896_enter_Truck Depot_tr4;2023-06-02 08:55:35
14897_enter_Supplier Loading Area_tr1;2023-06-02 08:59:51
14898_enter_Supplier Loading Area_cr28;2023-06-02 08:59:51
14899_enter_Supplier Loading Area_tr6;2023-06-02 09:29:42
14900_enter_Supplier Loading Area_cr3;2023-06-02 09:29:42
14903_enter_Terminal North_tr6;2023-06-02 09:57:13
14904_enter_Terminal North_cr3;2023-06-02 09:57:13
14906_enter_Terminal North_fl2;2023-06-02 09:57:13
14908_enter_Truck Depot_tr6;2023-06-02 09:57:15
14912_enter_Supplier_tr2;2023-06-02 10:14:49
14914_enter_Supplier Loading Area_tr2;2023-06-02 10:39:58
14915_enter_Supplier Loading Area_cr45;2023-06-02 10:39:58
14920_enter_Storage_fl2;2023-06-02 10:58:18
14921_enter_Storage_cr3;2023-06-02 10:58:18
14925_enter_Loading Bay_fl1;2023-06-02 11:00:07
14926_enter_Loading Bay_cr34;2023-06-02 11:00:07
14927_enter_Terminal North_tr1;2023-06-02 11:13:51
14928_enter_Terminal North_cr28;2023-06-02 11:13:51
14930_enter_Terminal North_fl2;2023-06-02 11:13:51
14932_enter_Truck Depot_tr1;2023-06-02 11:13:59
14935_enter_Storage_fl2;2023-06-02 11:20:58
14936_enter_Storage_cr28;2023-06-02 11:20:58
14937_enter_Terminal North_tr2;2023-06-02 12:40:19
14938_enter_Terminal North_cr45;2023-06-02 12:40:19
14940_enter_Terminal North_fl2;2023-06-02 12:40:19
14943_enter_Truck Depot_tr2;2023-06-02 13:40:29
14946_enter_Storage_fl2;2023-06-02 13:49:58
14947_enter_Storage_cr45;2023-06-02 13:49:58
14948_enter_Supplier_tr5;2023-06-02 13:54:44
14950_enter_Supplier Loading Area_tr5;2023-06-02 15:16:05
14951_enter_Supplier Loading Area_cr48;2023-06-02 15:16:05
14954_enter_Terminal South_tr5;2023-06-02 16:25:11
14955_enter_Terminal South_cr48;2023-06-02 16:25:11
14957_enter_Terminal South_fl1;2023-06-02 16:25:11
14959_enter_Truck Depot_tr5;2023-06-02 16:25:18
14962_enter_Loading Bay_fl1;2023-06-02 16:28:38
14963_enter_Loading Bay_cr48;2023-06-02 16:28:38
14965_enter_Supplier_tr3;2023-06-02 19:04:51
14967_enter_Loading Bay_vh12;2023-06-02 23:00:00
14975_enter_Storage_fl1;2023-06-05 04:44:51
14977_enter_Storage_fl2;2023-06-05 04:44:51
14978_enter_Storage_fl3;2023-06-05 04:44:51
14979_enter_Supplier_tr5;2023-06-05 07:25:10
14981_enter_Supplier_tr2;2023-06-05 07:25:32
14983_enter_Supplier_tr4;2023-06-05 07:39:27
14985_enter_Supplier_tr1;2023-06-05 07:40:27
14989_enter_Loading Bay_fl1;2023-06-05 07:48:05
14990_enter_Loading Bay_cr12;2023-06-05 07:48:05
14993_enter_Loading Bay_fl3;2023-06-05 07:51:09
14994_enter_Loading Bay_cr14;2023-06-05 07:51:09
14997_enter_Loading Bay_fl2;2023-06-05 07:52:46
14998_enter_Loading Bay_cr11;2023-06-05 07:52:46
14999_enter_Supplier_tr6;2023-06-05 08:28:52
15001_enter_Supplier Loading Area_tr5;2023-06-05 08:35:20
15002_enter_Supplier Loading Area_cr51;2023-06-05 08:35:20
15003_enter_Supplier Loading Area_tr2;2023-06-05 08:35:58
15004_enter_Supplier Loading Area_cr47;2023-06-05 08:35:58
15005_enter_Supplier Loading Area_tr1;2023-06-05 09:06:56
15006_enter_Supplier Loading Area_cr53;2023-06-05 09:06:56
15007_enter_Supplier Loading Area_tr3;2023-06-05 09:30:45
15008_enter_Supplier Loading Area_cr33;2023-06-05 09:30:45
15009_enter_Supplier Loading Area_tr6;2023-06-05 09:36:00
15010_enter_Supplier Loading Area_cr27;2023-06-05 09:36:00
15011_enter_Supplier Loading Area_tr4;2023-06-05 10:23:43
15012_enter_Supplier Loading Area_cr52;2023-06-05 10:23:43
15015_enter_Terminal South_tr1;2023-06-05 11:37:18
15016_enter_Terminal South_cr53;2023-06-05 11:37:18
15018_enter_Terminal South_fl1;2023-06-05 11:37:18
15020_enter_Truck Depot_tr1;2023-06-05 11:37:28
15024_enter_Loading Bay_fl1;2023-06-05 11:40:18
15025_enter_Loading Bay_cr53;2023-06-05 11:40:18
15026_enter_Supplier_tr1;2023-06-05 11:46:50
15032_enter_Supplier Loading Area_tr1;2023-06-05 13:58:34
15033_enter_Supplier Loading Area_cr25;2023-06-05 13:58:34
15034_enter_Terminal South_tr6;2023-06-05 14:06:28
15035_enter_Terminal South_cr27;2023-06-05 14:06:28
15037_enter_Terminal South_fl3;2023-06-05 14:06:28
15039_enter_Truck Depot_tr6;2023-06-05 14:06:37
15041_enter_Supplier_tr6;2023-06-05 14:12:34
15045_enter_Loading Bay_fl3;2023-06-05 14:12:52
15046_enter_Loading Bay_cr27;2023-06-05 14:12:52
15047_enter_Supplier Loading Area_tr6;2023-06-05 14:35:14
15048_enter_Supplier Loading Area_cr49;2023-06-05 14:35:14
15049_enter_Terminal South_tr2;2023-06-05 14:54:35
15050_enter_Terminal South_cr47;2023-06-05 14:54:35
15052_enter_Terminal South_fl2;2023-06-05 14:54:35
15054_enter_Truck Depot_tr2;2023-06-05 14:54:45
15056_enter_Supplier_tr2;2023-06-05 14:58:44
15060_enter_Terminal North_tr4;2023-06-05 15:11:48
15061_enter_Terminal North_cr52;2023-06-05 15:11:48
15063_enter_Terminal North_fl1;2023-06-05 15:11:48
15065_enter_Truck Depot_tr4;2023-06-05 15:11:53
15069_enter_Storage_fl1;2023-06-05 15:14:50
15070_enter_Storage_cr52;2023-06-05 15:14:50
15071_enter_Supplier_tr4;2023-06-05 15:18:54
15075_enter_Supplier Loading Area_tr4;2023-06-05 15:41:33
15076_enter_Supplier Loading Area_cr15;2023-06-05 15:41:33
15079_enter_Loading Bay_fl2;2023-06-05 16:01:06
15080_enter_Loading Bay_cr47;2023-06-05 16:01:06
15081_enter_Supplier Loading Area_tr2;2023-06-05 16:20:19
15082_enter_Supplier Loading Area_cr50;2023-06-05 16:20:19
15083_enter_Terminal North_tr3;2023-06-05 16:43:03
15084_enter_Terminal North_cr33;2023-06-05 16:43:03
15086_enter_Terminal North_fl1;2023-06-05 16:43:03
15088_enter_Truck Depot_tr3;2023-06-05 16:43:12
15090_enter_Supplier_tr3;2023-06-05 16:50:37
15094_enter_Storage_fl1;2023-06-05 16:52:23
15095_enter_Storage_cr33;2023-06-05 16:52:23
15096_enter_Supplier Loading Area_tr3;2023-06-05 18:40:17
15097_enter_Supplier Loading Area_cr24;2023-06-05 18:40:17
15102_enter_Terminal North_tr2;2023-06-06 08:51:39
15103_enter_Terminal North_cr50;2023-06-06 08:51:39
15105_enter_Terminal North_fl1;2023-06-06 08:51:39
15107_enter_Truck Depot_tr2;2023-06-06 08:51:50
15109_enter_Supplier_tr2;2023-06-06 09:52:05
15113_enter_Storage_fl1;2023-06-06 09:54:06
15114_enter_Storage_cr50;2023-06-06 09:54:06
15117_enter_Terminal North_tr5;2023-06-06 09:56:18
15118_enter_Terminal North_cr51;2023-06-06 09:56:18
15120_enter_Terminal North_fl1;2023-06-06 09:56:18
15122_enter_Truck Depot_tr5;2023-06-06 09:56:21
15124_enter_Supplier_tr5;2023-06-06 10:56:51
15129_enter_Loading Bay_vh13;2023-06-06 11:00:00
15132_enter_Storage_fl1;2023-06-06 11:01:54
15133_enter_Storage_cr51;2023-06-06 11:01:54
15134_enter_Supplier Loading Area_tr2;2023-06-06 11:04:20
15135_enter_Supplier Loading Area_cr38;2023-06-06 11:04:20
15138_enter_Terminal South_tr6;2023-06-06 11:20:54
15139_enter_Terminal South_cr49;2023-06-06 11:20:54
15141_enter_Terminal South_fl3;2023-06-06 11:20:54
15143_enter_Truck Depot_tr6;2023-06-06 11:20:57
15147_enter_Loading Bay_fl3;2023-06-06 11:26:30
15148_enter_Loading Bay_cr49;2023-06-06 11:26:30
15149_enter_Terminal North_tr3;2023-06-06 11:31:14
15150_enter_Terminal North_cr24;2023-06-06 11:31:14
15152_enter_Terminal North_fl1;2023-06-06 11:31:14
15154_enter_Truck Depot_tr3;2023-06-06 11:31:17
15158_enter_Supplier_tr6;2023-06-06 11:33:32
15160_enter_Supplier_tr3;2023-06-06 11:35:28
15163_enter_Storage_fl1;2023-06-06 11:35:33
15164_enter_Storage_cr24;2023-06-06 11:35:33
15166_enter_Terminal South_tr2;2023-06-06 11:42:43
15167_enter_Terminal South_cr38;2023-06-06 11:42:43
15169_enter_Terminal South_fl2;2023-06-06 11:42:43
15171_enter_Truck Depot_tr2;2023-06-06 11:42:48
15175_enter_Loading Bay_fl2;2023-06-06 11:49:49
15176_enter_Loading Bay_cr38;2023-06-06 11:49:49
15177_enter_Supplier_tr2;2023-06-06 11:50:50
15179_enter_Supplier Loading Area_tr6;2023-06-06 11:53:33
15180_enter_Supplier Loading Area_cr46;2023-06-06 11:53:33
15181_enter_Terminal South_tr4;2023-06-06 12:09:40
15182_enter_Terminal South_cr15;2023-06-06 12:09:40
15184_enter_Terminal South_fl3;2023-06-06 12:09:40
15185_enter_Supplier Loading Area_tr5;2023-06-06 12:14:00
15186_enter_Supplier Loading Area_cr61;2023-06-06 12:14:00
15188_enter_Truck Depot_tr4;2023-06-06 13:09:52
15192_enter_Loading Bay_fl3;2023-06-06 13:16:41
15193_enter_Loading Bay_cr15;2023-06-06 13:16:41
15194_enter_Supplier_tr4;2023-06-06 13:24:24
15196_enter_Supplier Loading Area_tr4;2023-06-06 13:50:05
15197_enter_Supplier Loading Area_cr42;2023-06-06 13:50:05
15198_enter_Supplier Loading Area_tr2;2023-06-06 14:04:58
15199_enter_Supplier Loading Area_cr37;2023-06-06 14:04:58
15206_enter_Terminal South_tr1;2023-06-06 14:28:40
15207_enter_Terminal South_cr25;2023-06-06 14:28:40
15209_enter_Terminal South_fl2;2023-06-06 14:28:40
15211_enter_Truck Depot_tr1;2023-06-06 14:28:46
15213_enter_Supplier_tr1;2023-06-06 14:33:51
15217_enter_Loading Bay_fl2;2023-06-06 14:34:07
15218_enter_Loading Bay_cr25;2023-06-06 14:34:07
15219_enter_Terminal North_tr5;2023-06-06 14:37:59
15220_enter_Terminal North_cr61;2023-06-06 14:37:59
15222_enter_Terminal North_fl1;2023-06-06 14:37:59
15224_enter_Truck Depot_tr5;2023-06-06 14:38:00
15230_enter_Supplier Loading Area_tr3;2023-06-06 14:38:55
15231_enter_Supplier Loading Area_cr36;2023-06-06 14:38:55
15232_enter_Supplier_tr5;2023-06-06 14:41:14
15236_enter_Storage_fl1;2023-06-06 14:41:53
15237_enter_Storage_cr61;2023-06-06 14:41:53
15240_enter_Terminal North_tr6;2023-06-06 14:44:35
15241_enter_Terminal North_cr46;2023-06-06 14:44:35
15243_enter_Terminal North_fl1;2023-06-06 14:44:35
15245_enter_Truck Depot_tr6;2023-06-06 14:44:37
15247_enter_Terminal North_tr2;2023-06-06 14:48:24
15248_enter_Terminal North_cr37;2023-06-06 14:48:24
15250_enter_Terminal North_fl2;2023-06-06 14:48:24
15252_enter_Truck Depot_tr2;2023-06-06 14:48:28
15254_enter_Terminal North_tr4;2023-06-06 14:49:08
15255_enter_Terminal North_cr42;2023-06-06 14:49:08
15257_enter_Terminal North_fl3;2023-06-06 14:49:08
15259_enter_Truck Depot_tr4;2023-06-06 14:49:16
15260_enter_Supplier_tr6;2023-06-06 14:49:28
15264_enter_Storage_fl1;2023-06-06 14:51:21
15265_enter_Storage_cr46;2023-06-06 14:51:21
15268_enter_Storage_fl2;2023-06-06 14:52:09
15269_enter_Storage_cr37;2023-06-06 14:52:09
15270_enter_Terminal North_tr3;2023-06-06 14:53:03
15271_enter_Terminal North_cr36;2023-06-06 14:53:03
15273_enter_Terminal North_fl1;2023-06-06 14:53:03
15274_enter_Supplier_tr2;2023-06-06 14:53:04
15277_enter_Truck Depot_tr3;2023-06-06 14:53:11
15278_enter_Supplier Loading Area_tr1;2023-06-06 14:53:42
15279_enter_Supplier Loading Area_cr21;2023-06-06 14:53:42
15282_enter_Storage_fl3;2023-06-06 14:55:17
15283_enter_Storage_cr42;2023-06-06 14:55:17
15286_enter_Storage_fl1;2023-06-06 14:59:09
15287_enter_Storage_cr36;2023-06-06 14:59:09
15288_enter_Supplier Loading Area_tr5;2023-06-06 15:42:23
15289_enter_Supplier Loading Area_cr44;2023-06-06 15:42:23
15292_enter_Terminal South_tr5;2023-06-06 15:53:19
15293_enter_Terminal South_cr44;2023-06-06 15:53:19
15295_enter_Terminal South_fl2;2023-06-06 15:53:19
15297_enter_Truck Depot_tr5;2023-06-06 15:53:25
15298_enter_Supplier Loading Area_tr6;2023-06-06 15:59:24
15299_enter_Supplier Loading Area_cr57;2023-06-06 15:59:24
15302_enter_Loading Bay_fl2;2023-06-06 15:59:55
15303_enter_Loading Bay_cr44;2023-06-06 15:59:55
15304_enter_Supplier Loading Area_tr2;2023-06-06 16:05:57
15305_enter_Supplier Loading Area_cr17;2023-06-06 16:05:57
15310_enter_Terminal North_tr2;2023-06-06 16:55:53
15311_enter_Terminal North_cr17;2023-06-06 16:55:53
15313_enter_Terminal North_fl3;2023-06-06 16:55:53
15315_enter_Truck Depot_tr2;2023-06-06 16:55:59
15321_enter_Storage_fl3;2023-06-06 18:07:09
15322_enter_Storage_cr17;2023-06-06 18:07:09
15323_enter_Terminal South_tr1;2023-06-06 18:30:35
15324_enter_Terminal South_cr21;2023-06-06 18:30:35
15326_enter_Terminal South_fl2;2023-06-06 18:30:35
15328_enter_Truck Depot_tr1;2023-06-06 18:31:50
15330_enter_Supplier_tr1;2023-06-07 07:45:20
15334_enter_Loading Bay_fl2;2023-06-07 07:59:49
15335_enter_Loading Bay_cr21;2023-06-07 07:59:49
15336_enter_Supplier_tr5;2023-06-07 08:05:15
15338_enter_Terminal South_tr6;2023-06-07 08:14:02
15339_enter_Terminal South_cr57;2023-06-07 08:14:02
15341_enter_Terminal South_fl1;2023-06-07 08:14:02
15343_enter_Truck Depot_tr6;2023-06-07 08:14:05
15346_enter_Loading Bay_fl1;2023-06-07 08:22:10
15347_enter_Loading Bay_cr57;2023-06-07 08:22:10
15348_enter_Supplier Loading Area_tr5;2023-06-07 08:45:16
15349_enter_Supplier Loading Area_cr32;2023-06-07 08:45:16
15350_enter_Supplier Loading Area_tr1;2023-06-07 09:11:22
15351_enter_Supplier Loading Area_cr59;2023-06-07 09:11:22
15356_enter_Terminal North_tr5;2023-06-07 11:35:56
15357_enter_Terminal North_cr32;2023-06-07 11:35:56
15359_enter_Terminal North_fl3;2023-06-07 11:35:56
15361_enter_Truck Depot_tr5;2023-06-07 11:35:57
